hpo_id1,hpo_term1,hpo_id2,hpo_term2,similarity_score
HP:0003212,Increased circulating IgE concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8318
HP:0003212,Increased circulating IgE concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.8707
HP:0003212,Increased circulating IgE concentration,HP:0030349,Decreased circulating androgen concentration,0.8927
HP:0003212,Increased circulating IgE concentration,HP:0030689,Decreased glucagon level,0.8304
HP:0003212,Increased circulating IgE concentration,HP:0030985,Decreased serum bile acid concentration,0.8900
HP:0003212,Increased circulating IgE concentration,HP:0031242,Decreased circulating chylomicron concentration,0.8653
HP:0003212,Increased circulating IgE concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8406
HP:0003212,Increased circulating IgE concentration,HP:0031794,Decreased circulating glycerol level,0.8483
HP:0003212,Increased circulating IgE concentration,HP:0031891,Decreased eosinophil count,0.8184
HP:0003212,Increased circulating IgE concentration,HP:0031969,Reduced blood urea nitrogen,0.8818
HP:0003212,Increased circulating IgE concentration,HP:0032098,Hypomanganesemia,0.8081
HP:0003212,Increased circulating IgE concentration,HP:0032210,Decreased circulating free T3,0.8982
HP:0003212,Increased circulating IgE concentration,HP:0032363,Decreased circulating corticosterone level,0.8643
HP:0003212,Increased circulating IgE concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.8634
HP:0003212,Increased circulating IgE concentration,HP:0033480,Hypobilirubinemia,0.7671
HP:0003212,Increased circulating IgE concentration,HP:0034203,Decreased iduronate sulfatase level,0.8470
HP:0003212,Increased circulating IgE concentration,HP:0034292,Reduced circulating creatine concentration,0.8934
HP:0003212,Increased circulating IgE concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.8816
HP:0003212,Increased circulating IgE concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8346
HP:0003212,Increased circulating IgE concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.8996
HP:0003212,Increased circulating IgE concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8314
HP:0003212,Increased circulating IgE concentration,HP:0034938,Decreased circulating sialic acid concentration,0.8816
HP:0003212,Increased circulating IgE concentration,HP:0040171,Decreased serum testosterone concentration,0.8646
HP:0003212,Increased circulating IgE concentration,HP:0040216,Hypoinsulinemia,0.7890
HP:0003212,Increased circulating IgE concentration,HP:0045014,Hypolipidemia,0.7624
HP:0003212,Increased circulating IgE concentration,HP:0100493,Hypoammonemia,0.8091
HP:0003212,Increased circulating IgE concentration,HP:0100507,Reduced blood folate concentration,0.8755
HP:0003212,Increased circulating IgE concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8524
HP:0003212,Increased circulating IgE concentration,HP:0410245,Decreased circulating IgD concentration,0.9472
HP:0003212,Increased circulating IgE concentration,HP:0410289,Hypoamylasemia,0.7947
HP:0003212,Increased circulating IgE concentration,HP:0410343,Decreased circulating heparan sulfate level,0.8553
HP:0003212,Increased circulating IgE concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.8911
HP:0003212,Increased circulating IgE concentration,HP:0500132,Hypovalinemia,0.8031
HP:0003212,Increased circulating IgE concentration,HP:0500133,Hypotyrosinemia,0.7661
HP:0003212,Increased circulating IgE concentration,HP:0500135,Hypotryptophanemia,0.7911
HP:0003212,Increased circulating IgE concentration,HP:0500136,Hypothreoninemia,0.7913
HP:0003212,Increased circulating IgE concentration,HP:0500139,Hypoprolinemia,0.7686
HP:0003212,Increased circulating IgE concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.8452
HP:0003212,Increased circulating IgE concentration,HP:0500141,Hypophenylalaninemia,0.7686
HP:0003212,Increased circulating IgE concentration,HP:0500142,Hypolysinemia,0.7717
HP:0003212,Increased circulating IgE concentration,HP:0500143,Hypoleucinemia,0.7924
HP:0003212,Increased circulating IgE concentration,HP:0500144,Hypoisoleucinemia,0.7969
HP:0003212,Increased circulating IgE concentration,HP:0500145,Hypohistidinemia,0.7611
HP:0003212,Increased circulating IgE concentration,HP:0500147,Hypoglutaminemia,0.7712
HP:0003212,Increased circulating IgE concentration,HP:0500150,Hypoglutamatemia,0.7800
HP:0003212,Increased circulating IgE concentration,HP:0500152,Hypocystinemia,0.7797
HP:0003212,Increased circulating IgE concentration,HP:0500154,Hypoalaninemia,0.7823
HP:0003212,Increased circulating IgE concentration,HP:0500157,Hypoasparaginemia,0.7888
HP:0003212,Increased circulating IgE concentration,HP:0500162,Decreased circulating carnosine concentration,0.9086
HP:0003212,Increased circulating IgE concentration,HP:0500163,Hypoornithinemia,0.7874
HP:0003212,Increased circulating IgE concentration,HP:0500182,Hypotaurinemia,0.7902
HP:0003215,Dicarboxylic aciduria,HP:0003127,Hypocalciuria,0.9071
HP:0003215,Dicarboxylic aciduria,HP:0003359,Decreased urinary sulfate,0.9025
HP:0003215,Dicarboxylic aciduria,HP:0011935,Decreased urinary urate,0.8637
HP:0003215,Dicarboxylic aciduria,HP:0012364,Decreased urinary potassium,0.8796
HP:0003215,Dicarboxylic aciduria,HP:0012365,Hypophosphaturia,0.8924
HP:0003215,Dicarboxylic aciduria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.8956
HP:0003215,Dicarboxylic aciduria,HP:0012405,Hypocitraturia,0.8995
HP:0003215,Dicarboxylic aciduria,HP:0012601,Hypochloriduria,0.9262
HP:0003215,Dicarboxylic aciduria,HP:0012604,Hyponatriuria,0.9235
HP:0003215,Dicarboxylic aciduria,HP:0012609,Hypomagnesiuria,0.8875
HP:0003215,Dicarboxylic aciduria,HP:0040426,Decreased urinary hypoxanthine level,0.8910
HP:0003215,Dicarboxylic aciduria,HP:0045011,Decreased urine bicarbonate concentration,0.9118
HP:0003215,Dicarboxylic aciduria,HP:0045012,Decreased urinary catecholamine concentration,0.9035
HP:0003215,Dicarboxylic aciduria,HP:0045035,Decreased urinary copper concentration,0.8807
HP:0003215,Dicarboxylic aciduria,HP:0410055,Decreased level of erythritol in urine,0.8513
HP:0003215,Dicarboxylic aciduria,HP:0410060,Decreased level of D-mannose in urine,0.8678
HP:0003215,Dicarboxylic aciduria,HP:0410314,Decreased urinary 1-methylhistidine,0.8936
HP:0003215,Dicarboxylic aciduria,HP:0410318,Decreased urinary 3-methylhistidine,0.8921
HP:0003217,Hyperglutaminemia,HP:0001882,Leukopenia,0.8893
HP:0003217,Hyperglutaminemia,HP:0001888,Lymphopenia,0.8830
HP:0003217,Hyperglutaminemia,HP:0001913,Granulocytopenia,0.8779
HP:0003217,Hyperglutaminemia,HP:0001943,Hypoglycemia,0.9180
HP:0003217,Hyperglutaminemia,HP:0001988,Recurrent hypoglycemia,0.9039
HP:0003217,Hyperglutaminemia,HP:0002148,Hypophosphatemia,0.9069
HP:0003217,Hyperglutaminemia,HP:0002720,Decreased circulating IgA concentration,0.7884
HP:0003217,Hyperglutaminemia,HP:0002850,Decreased circulating total IgM,0.8043
HP:0003217,Hyperglutaminemia,HP:0002900,Hypokalemia,0.8908
HP:0003217,Hyperglutaminemia,HP:0002901,Hypocalcemia,0.8988
HP:0003217,Hyperglutaminemia,HP:0002902,Hyponatremia,0.9159
HP:0003217,Hyperglutaminemia,HP:0002917,Hypomagnesemia,0.8965
HP:0003217,Hyperglutaminemia,HP:0002920,Decreased circulating ACTH concentration,0.7984
HP:0003217,Hyperglutaminemia,HP:0003073,Hypoalbuminemia,0.9293
HP:0003217,Hyperglutaminemia,HP:0003075,Hypoproteinemia,0.9296
HP:0003217,Hyperglutaminemia,HP:0003113,Hypochloremia,0.8484
HP:0003217,Hyperglutaminemia,HP:0003146,Hypocholesterolemia,0.9140
HP:0003217,Hyperglutaminemia,HP:0003233,Decreased HDL cholesterol concentration,0.8828
HP:0003217,Hyperglutaminemia,HP:0003234,Decreased circulating carnitine concentration,0.8207
HP:0003217,Hyperglutaminemia,HP:0003292,Decreased serum leptin,0.8286
HP:0003217,Hyperglutaminemia,HP:0003351,Decreased circulating renin concentration,0.8040
HP:0003217,Hyperglutaminemia,HP:0003537,Hypouricemia,0.9083
HP:0003217,Hyperglutaminemia,HP:0003563,Decreased LDL cholesterol concentration,0.8548
HP:0003217,Hyperglutaminemia,HP:0003572,Low plasma citrulline,0.8669
HP:0003217,Hyperglutaminemia,HP:0003658,Hypomethioninemia,0.9206
HP:0003217,Hyperglutaminemia,HP:0004313,Decreased circulating antibody concentration,0.8009
HP:0003217,Hyperglutaminemia,HP:0004315,Decreased circulating IgG concentration,0.7999
HP:0003217,Hyperglutaminemia,HP:0004319,Decreased circulating aldosterone concentration,0.8527
HP:0003217,Hyperglutaminemia,HP:0005479,Decreased circulating IgE concentration,0.7802
HP:0003217,Hyperglutaminemia,HP:0005510,Transient erythroblastopenia,0.8721
HP:0003217,Hyperglutaminemia,HP:0005961,Hypoargininemia,0.9513
HP:0003217,Hyperglutaminemia,HP:0008163,Decreased circulating cortisol level,0.8451
HP:0003217,Hyperglutaminemia,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8262
HP:0003217,Hyperglutaminemia,HP:0010981,Hypolipoproteinemia,0.9227
HP:0003217,Hyperglutaminemia,HP:0011967,Decreased circulating copper concentration,0.7827
HP:0003217,Hyperglutaminemia,HP:0012052,Low serum calcitriol,0.8466
HP:0003217,Hyperglutaminemia,HP:0012053,Decreased circulating calcifediol concentration,0.8172
HP:0003217,Hyperglutaminemia,HP:0012101,Decreased serum creatinine,0.8086
HP:0003217,Hyperglutaminemia,HP:0012153,Hypotriglyceridemia,0.9254
HP:0003217,Hyperglutaminemia,HP:0012277,Hypoglycinemia,0.9415
HP:0003217,Hyperglutaminemia,HP:0012279,Hyposerinemia,0.9357
HP:0003217,Hyperglutaminemia,HP:0012417,Hypocapnia,0.8402
HP:0003217,Hyperglutaminemia,HP:0012418,Hypoxemia,0.8581
HP:0003217,Hyperglutaminemia,HP:0020222,Hypohomocysteinemia,0.8810
HP:0003217,Hyperglutaminemia,HP:0030339,Decreased circulating gonadotropin concentration,0.8537
HP:0003217,Hyperglutaminemia,HP:0030344,Decreased circulating luteinizing hormone level,0.8427
HP:0003217,Hyperglutaminemia,HP:0030349,Decreased circulating androgen concentration,0.8124
HP:0003217,Hyperglutaminemia,HP:0030689,Decreased glucagon level,0.8545
HP:0003217,Hyperglutaminemia,HP:0030985,Decreased serum bile acid concentration,0.8501
HP:0003217,Hyperglutaminemia,HP:0031242,Decreased circulating chylomicron concentration,0.8109
HP:0003217,Hyperglutaminemia,HP:0031243,Decreased VLDL cholesterol concentration,0.8554
HP:0003217,Hyperglutaminemia,HP:0031794,Decreased circulating glycerol level,0.8324
HP:0003217,Hyperglutaminemia,HP:0031891,Decreased eosinophil count,0.8365
HP:0003217,Hyperglutaminemia,HP:0031969,Reduced blood urea nitrogen,0.8236
HP:0003217,Hyperglutaminemia,HP:0032098,Hypomanganesemia,0.9129
HP:0003217,Hyperglutaminemia,HP:0032210,Decreased circulating free T3,0.8015
HP:0003217,Hyperglutaminemia,HP:0032363,Decreased circulating corticosterone level,0.8453
HP:0003217,Hyperglutaminemia,HP:0033445,Reduced circulating acylcarnitine concentration,0.8296
HP:0003217,Hyperglutaminemia,HP:0033480,Hypobilirubinemia,0.9035
HP:0003217,Hyperglutaminemia,HP:0034203,Decreased iduronate sulfatase level,0.8376
HP:0003217,Hyperglutaminemia,HP:0034292,Reduced circulating creatine concentration,0.8137
HP:0003217,Hyperglutaminemia,HP:0034441,Decreased circulating aspartic acid concentration,0.8224
HP:0003217,Hyperglutaminemia,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8246
HP:0003217,Hyperglutaminemia,HP:0034870,Reduced circulating urocanic acid concentration,0.8199
HP:0003217,Hyperglutaminemia,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8504
HP:0003217,Hyperglutaminemia,HP:0034938,Decreased circulating sialic acid concentration,0.8260
HP:0003217,Hyperglutaminemia,HP:0040171,Decreased serum testosterone concentration,0.8403
HP:0003217,Hyperglutaminemia,HP:0040216,Hypoinsulinemia,0.9383
HP:0003217,Hyperglutaminemia,HP:0045014,Hypolipidemia,0.9268
HP:0003217,Hyperglutaminemia,HP:0100493,Hypoammonemia,0.9099
HP:0003217,Hyperglutaminemia,HP:0100507,Reduced blood folate concentration,0.8314
HP:0003217,Hyperglutaminemia,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8537
HP:0003217,Hyperglutaminemia,HP:0410245,Decreased circulating IgD concentration,0.8133
HP:0003217,Hyperglutaminemia,HP:0410289,Hypoamylasemia,0.9160
HP:0003217,Hyperglutaminemia,HP:0410343,Decreased circulating heparan sulfate level,0.8307
HP:0003217,Hyperglutaminemia,HP:0430073,Decreased circulating beta-carotene concentration,0.8346
HP:0003217,Hyperglutaminemia,HP:0500132,Hypovalinemia,0.9256
HP:0003217,Hyperglutaminemia,HP:0500133,Hypotyrosinemia,0.9255
HP:0003217,Hyperglutaminemia,HP:0500135,Hypotryptophanemia,0.8878
HP:0003217,Hyperglutaminemia,HP:0500136,Hypothreoninemia,0.9430
HP:0003217,Hyperglutaminemia,HP:0500139,Hypoprolinemia,0.9325
HP:0003217,Hyperglutaminemia,HP:0500140,Decreased circulating hydroxyproline concentration,0.8282
HP:0003217,Hyperglutaminemia,HP:0500141,Hypophenylalaninemia,0.8895
HP:0003217,Hyperglutaminemia,HP:0500142,Hypolysinemia,0.9257
HP:0003217,Hyperglutaminemia,HP:0500143,Hypoleucinemia,0.9341
HP:0003217,Hyperglutaminemia,HP:0500144,Hypoisoleucinemia,0.9092
HP:0003217,Hyperglutaminemia,HP:0500145,Hypohistidinemia,0.9134
HP:0003217,Hyperglutaminemia,HP:0500147,Hypoglutaminemia,0.9762
HP:0003217,Hyperglutaminemia,HP:0500150,Hypoglutamatemia,0.9355
HP:0003217,Hyperglutaminemia,HP:0500152,Hypocystinemia,0.9262
HP:0003217,Hyperglutaminemia,HP:0500154,Hypoalaninemia,0.9445
HP:0003217,Hyperglutaminemia,HP:0500157,Hypoasparaginemia,0.9115
HP:0003217,Hyperglutaminemia,HP:0500162,Decreased circulating carnosine concentration,0.8120
HP:0003217,Hyperglutaminemia,HP:0500163,Hypoornithinemia,0.9283
HP:0003217,Hyperglutaminemia,HP:0500182,Hypotaurinemia,0.9429
HP:0003218,Oroticaciduria,HP:0003127,Hypocalciuria,0.8707
HP:0003218,Oroticaciduria,HP:0003359,Decreased urinary sulfate,0.8482
HP:0003218,Oroticaciduria,HP:0011935,Decreased urinary urate,0.8622
HP:0003218,Oroticaciduria,HP:0012364,Decreased urinary potassium,0.8469
HP:0003218,Oroticaciduria,HP:0012365,Hypophosphaturia,0.8616
HP:0003218,Oroticaciduria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.8450
HP:0003218,Oroticaciduria,HP:0012405,Hypocitraturia,0.8955
HP:0003218,Oroticaciduria,HP:0012601,Hypochloriduria,0.8971
HP:0003218,Oroticaciduria,HP:0012604,Hyponatriuria,0.8950
HP:0003218,Oroticaciduria,HP:0012609,Hypomagnesiuria,0.8883
HP:0003218,Oroticaciduria,HP:0040426,Decreased urinary hypoxanthine level,0.8647
HP:0003218,Oroticaciduria,HP:0045011,Decreased urine bicarbonate concentration,0.8372
HP:0003218,Oroticaciduria,HP:0045012,Decreased urinary catecholamine concentration,0.8617
HP:0003218,Oroticaciduria,HP:0045035,Decreased urinary copper concentration,0.8555
HP:0003218,Oroticaciduria,HP:0410055,Decreased level of erythritol in urine,0.8306
HP:0003218,Oroticaciduria,HP:0410060,Decreased level of D-mannose in urine,0.8306
HP:0003218,Oroticaciduria,HP:0410314,Decreased urinary 1-methylhistidine,0.8676
HP:0003218,Oroticaciduria,HP:0410318,Decreased urinary 3-methylhistidine,0.8670
HP:0003219,Ethylmalonic aciduria,HP:0003127,Hypocalciuria,0.8902
HP:0003219,Ethylmalonic aciduria,HP:0003359,Decreased urinary sulfate,0.8929
HP:0003219,Ethylmalonic aciduria,HP:0011935,Decreased urinary urate,0.8609
HP:0003219,Ethylmalonic aciduria,HP:0012364,Decreased urinary potassium,0.8693
HP:0003219,Ethylmalonic aciduria,HP:0012365,Hypophosphaturia,0.8716
HP:0003219,Ethylmalonic aciduria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.8876
HP:0003219,Ethylmalonic aciduria,HP:0012405,Hypocitraturia,0.8843
HP:0003219,Ethylmalonic aciduria,HP:0012601,Hypochloriduria,0.8985
HP:0003219,Ethylmalonic aciduria,HP:0012604,Hyponatriuria,0.9003
HP:0003219,Ethylmalonic aciduria,HP:0012609,Hypomagnesiuria,0.8705
HP:0003219,Ethylmalonic aciduria,HP:0040426,Decreased urinary hypoxanthine level,0.8889
HP:0003219,Ethylmalonic aciduria,HP:0045011,Decreased urine bicarbonate concentration,0.8922
HP:0003219,Ethylmalonic aciduria,HP:0045012,Decreased urinary catecholamine concentration,0.8991
HP:0003219,Ethylmalonic aciduria,HP:0045035,Decreased urinary copper concentration,0.8697
HP:0003219,Ethylmalonic aciduria,HP:0410055,Decreased level of erythritol in urine,0.8584
HP:0003219,Ethylmalonic aciduria,HP:0410060,Decreased level of D-mannose in urine,0.8753
HP:0003219,Ethylmalonic aciduria,HP:0410314,Decreased urinary 1-methylhistidine,0.9085
HP:0003219,Ethylmalonic aciduria,HP:0410318,Decreased urinary 3-methylhistidine,0.9096
HP:0003228,Hypernatremia,HP:0001882,Leukopenia,0.8956
HP:0003228,Hypernatremia,HP:0001888,Lymphopenia,0.8828
HP:0003228,Hypernatremia,HP:0001913,Granulocytopenia,0.8666
HP:0003228,Hypernatremia,HP:0001943,Hypoglycemia,0.9159
HP:0003228,Hypernatremia,HP:0001988,Recurrent hypoglycemia,0.8955
HP:0003228,Hypernatremia,HP:0002148,Hypophosphatemia,0.9137
HP:0003228,Hypernatremia,HP:0002720,Decreased circulating IgA concentration,0.7759
HP:0003228,Hypernatremia,HP:0002850,Decreased circulating total IgM,0.7741
HP:0003228,Hypernatremia,HP:0002900,Hypokalemia,0.9229
HP:0003228,Hypernatremia,HP:0002901,Hypocalcemia,0.9136
HP:0003228,Hypernatremia,HP:0002902,Hyponatremia,0.9743
HP:0003228,Hypernatremia,HP:0002917,Hypomagnesemia,0.8826
HP:0003228,Hypernatremia,HP:0002920,Decreased circulating ACTH concentration,0.7685
HP:0003228,Hypernatremia,HP:0003073,Hypoalbuminemia,0.9060
HP:0003228,Hypernatremia,HP:0003075,Hypoproteinemia,0.8938
HP:0003228,Hypernatremia,HP:0003113,Hypochloremia,0.8537
HP:0003228,Hypernatremia,HP:0003146,Hypocholesterolemia,0.8969
HP:0003228,Hypernatremia,HP:0003233,Decreased HDL cholesterol concentration,0.8419
HP:0003228,Hypernatremia,HP:0003234,Decreased circulating carnitine concentration,0.8103
HP:0003228,Hypernatremia,HP:0003292,Decreased serum leptin,0.8123
HP:0003228,Hypernatremia,HP:0003351,Decreased circulating renin concentration,0.7947
HP:0003228,Hypernatremia,HP:0003537,Hypouricemia,0.9379
HP:0003228,Hypernatremia,HP:0003563,Decreased LDL cholesterol concentration,0.8207
HP:0003228,Hypernatremia,HP:0003572,Low plasma citrulline,0.8632
HP:0003228,Hypernatremia,HP:0003658,Hypomethioninemia,0.8821
HP:0003228,Hypernatremia,HP:0004313,Decreased circulating antibody concentration,0.7857
HP:0003228,Hypernatremia,HP:0004315,Decreased circulating IgG concentration,0.7748
HP:0003228,Hypernatremia,HP:0004319,Decreased circulating aldosterone concentration,0.8180
HP:0003228,Hypernatremia,HP:0005479,Decreased circulating IgE concentration,0.7671
HP:0003228,Hypernatremia,HP:0005510,Transient erythroblastopenia,0.8552
HP:0003228,Hypernatremia,HP:0005961,Hypoargininemia,0.9256
HP:0003228,Hypernatremia,HP:0008163,Decreased circulating cortisol level,0.8230
HP:0003228,Hypernatremia,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8019
HP:0003228,Hypernatremia,HP:0010981,Hypolipoproteinemia,0.8822
HP:0003228,Hypernatremia,HP:0011967,Decreased circulating copper concentration,0.7826
HP:0003228,Hypernatremia,HP:0012052,Low serum calcitriol,0.8518
HP:0003228,Hypernatremia,HP:0012053,Decreased circulating calcifediol concentration,0.7860
HP:0003228,Hypernatremia,HP:0012101,Decreased serum creatinine,0.8312
HP:0003228,Hypernatremia,HP:0012153,Hypotriglyceridemia,0.8953
HP:0003228,Hypernatremia,HP:0012277,Hypoglycinemia,0.9301
HP:0003228,Hypernatremia,HP:0012279,Hyposerinemia,0.9159
HP:0003228,Hypernatremia,HP:0012417,Hypocapnia,0.8384
HP:0003228,Hypernatremia,HP:0012418,Hypoxemia,0.8619
HP:0003228,Hypernatremia,HP:0020222,Hypohomocysteinemia,0.8673
HP:0003228,Hypernatremia,HP:0030339,Decreased circulating gonadotropin concentration,0.7973
HP:0003228,Hypernatremia,HP:0030344,Decreased circulating luteinizing hormone level,0.8070
HP:0003228,Hypernatremia,HP:0030349,Decreased circulating androgen concentration,0.7962
HP:0003228,Hypernatremia,HP:0030689,Decreased glucagon level,0.7959
HP:0003228,Hypernatremia,HP:0030985,Decreased serum bile acid concentration,0.8552
HP:0003228,Hypernatremia,HP:0031242,Decreased circulating chylomicron concentration,0.8020
HP:0003228,Hypernatremia,HP:0031243,Decreased VLDL cholesterol concentration,0.8195
HP:0003228,Hypernatremia,HP:0031794,Decreased circulating glycerol level,0.8049
HP:0003228,Hypernatremia,HP:0031891,Decreased eosinophil count,0.8160
HP:0003228,Hypernatremia,HP:0031969,Reduced blood urea nitrogen,0.8387
HP:0003228,Hypernatremia,HP:0032098,Hypomanganesemia,0.8965
HP:0003228,Hypernatremia,HP:0032210,Decreased circulating free T3,0.7919
HP:0003228,Hypernatremia,HP:0032363,Decreased circulating corticosterone level,0.8119
HP:0003228,Hypernatremia,HP:0033445,Reduced circulating acylcarnitine concentration,0.8134
HP:0003228,Hypernatremia,HP:0033480,Hypobilirubinemia,0.9136
HP:0003228,Hypernatremia,HP:0034203,Decreased iduronate sulfatase level,0.8123
HP:0003228,Hypernatremia,HP:0034292,Reduced circulating creatine concentration,0.8309
HP:0003228,Hypernatremia,HP:0034441,Decreased circulating aspartic acid concentration,0.8006
HP:0003228,Hypernatremia,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.7997
HP:0003228,Hypernatremia,HP:0034870,Reduced circulating urocanic acid concentration,0.8185
HP:0003228,Hypernatremia,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8261
HP:0003228,Hypernatremia,HP:0034938,Decreased circulating sialic acid concentration,0.8128
HP:0003228,Hypernatremia,HP:0040171,Decreased serum testosterone concentration,0.8253
HP:0003228,Hypernatremia,HP:0040216,Hypoinsulinemia,0.9308
HP:0003228,Hypernatremia,HP:0045014,Hypolipidemia,0.9037
HP:0003228,Hypernatremia,HP:0100493,Hypoammonemia,0.9003
HP:0003228,Hypernatremia,HP:0100507,Reduced blood folate concentration,0.8210
HP:0003228,Hypernatremia,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8422
HP:0003228,Hypernatremia,HP:0410245,Decreased circulating IgD concentration,0.7772
HP:0003228,Hypernatremia,HP:0410289,Hypoamylasemia,0.8920
HP:0003228,Hypernatremia,HP:0410343,Decreased circulating heparan sulfate level,0.8075
HP:0003228,Hypernatremia,HP:0430073,Decreased circulating beta-carotene concentration,0.8016
HP:0003228,Hypernatremia,HP:0500132,Hypovalinemia,0.9128
HP:0003228,Hypernatremia,HP:0500133,Hypotyrosinemia,0.9032
HP:0003228,Hypernatremia,HP:0500135,Hypotryptophanemia,0.8648
HP:0003228,Hypernatremia,HP:0500136,Hypothreoninemia,0.9175
HP:0003228,Hypernatremia,HP:0500139,Hypoprolinemia,0.8921
HP:0003228,Hypernatremia,HP:0500140,Decreased circulating hydroxyproline concentration,0.7903
HP:0003228,Hypernatremia,HP:0500141,Hypophenylalaninemia,0.8699
HP:0003228,Hypernatremia,HP:0500142,Hypolysinemia,0.9023
HP:0003228,Hypernatremia,HP:0500143,Hypoleucinemia,0.9067
HP:0003228,Hypernatremia,HP:0500144,Hypoisoleucinemia,0.8920
HP:0003228,Hypernatremia,HP:0500145,Hypohistidinemia,0.8874
HP:0003228,Hypernatremia,HP:0500147,Hypoglutaminemia,0.9161
HP:0003228,Hypernatremia,HP:0500150,Hypoglutamatemia,0.8935
HP:0003228,Hypernatremia,HP:0500152,Hypocystinemia,0.9231
HP:0003228,Hypernatremia,HP:0500154,Hypoalaninemia,0.9134
HP:0003228,Hypernatremia,HP:0500157,Hypoasparaginemia,0.8843
HP:0003228,Hypernatremia,HP:0500162,Decreased circulating carnosine concentration,0.7991
HP:0003228,Hypernatremia,HP:0500163,Hypoornithinemia,0.9062
HP:0003228,Hypernatremia,HP:0500182,Hypotaurinemia,0.9228
HP:0003231,Hypertyrosinemia,HP:0001882,Leukopenia,0.8781
HP:0003231,Hypertyrosinemia,HP:0001888,Lymphopenia,0.8806
HP:0003231,Hypertyrosinemia,HP:0001913,Granulocytopenia,0.8587
HP:0003231,Hypertyrosinemia,HP:0001943,Hypoglycemia,0.8781
HP:0003231,Hypertyrosinemia,HP:0001988,Recurrent hypoglycemia,0.8637
HP:0003231,Hypertyrosinemia,HP:0002148,Hypophosphatemia,0.9134
HP:0003231,Hypertyrosinemia,HP:0002720,Decreased circulating IgA concentration,0.7581
HP:0003231,Hypertyrosinemia,HP:0002850,Decreased circulating total IgM,0.7783
HP:0003231,Hypertyrosinemia,HP:0002900,Hypokalemia,0.8491
HP:0003231,Hypertyrosinemia,HP:0002901,Hypocalcemia,0.8722
HP:0003231,Hypertyrosinemia,HP:0002902,Hyponatremia,0.8899
HP:0003231,Hypertyrosinemia,HP:0002917,Hypomagnesemia,0.8694
HP:0003231,Hypertyrosinemia,HP:0002920,Decreased circulating ACTH concentration,0.7706
HP:0003231,Hypertyrosinemia,HP:0003073,Hypoalbuminemia,0.8964
HP:0003231,Hypertyrosinemia,HP:0003075,Hypoproteinemia,0.9021
HP:0003231,Hypertyrosinemia,HP:0003113,Hypochloremia,0.8168
HP:0003231,Hypertyrosinemia,HP:0003146,Hypocholesterolemia,0.9199
HP:0003231,Hypertyrosinemia,HP:0003233,Decreased HDL cholesterol concentration,0.8680
HP:0003231,Hypertyrosinemia,HP:0003234,Decreased circulating carnitine concentration,0.8097
HP:0003231,Hypertyrosinemia,HP:0003292,Decreased serum leptin,0.8035
HP:0003231,Hypertyrosinemia,HP:0003351,Decreased circulating renin concentration,0.7809
HP:0003231,Hypertyrosinemia,HP:0003537,Hypouricemia,0.8827
HP:0003231,Hypertyrosinemia,HP:0003563,Decreased LDL cholesterol concentration,0.8408
HP:0003231,Hypertyrosinemia,HP:0003572,Low plasma citrulline,0.8600
HP:0003231,Hypertyrosinemia,HP:0003658,Hypomethioninemia,0.9131
HP:0003231,Hypertyrosinemia,HP:0004313,Decreased circulating antibody concentration,0.7704
HP:0003231,Hypertyrosinemia,HP:0004315,Decreased circulating IgG concentration,0.7607
HP:0003231,Hypertyrosinemia,HP:0004319,Decreased circulating aldosterone concentration,0.8426
HP:0003231,Hypertyrosinemia,HP:0005479,Decreased circulating IgE concentration,0.7489
HP:0003231,Hypertyrosinemia,HP:0005510,Transient erythroblastopenia,0.8657
HP:0003231,Hypertyrosinemia,HP:0005961,Hypoargininemia,0.9280
HP:0003231,Hypertyrosinemia,HP:0008163,Decreased circulating cortisol level,0.8223
HP:0003231,Hypertyrosinemia,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8088
HP:0003231,Hypertyrosinemia,HP:0010981,Hypolipoproteinemia,0.9045
HP:0003231,Hypertyrosinemia,HP:0011967,Decreased circulating copper concentration,0.7520
HP:0003231,Hypertyrosinemia,HP:0012052,Low serum calcitriol,0.8304
