id1,term1,id2,term2,logical,text,inherit,claude,deepseek,gemini,grok,llama,openai,pct_yes,majority
HP:0010121,Small epiphyses of the hallux,HP:0010165,Enlarged epiphyses of the toes,t,f,f,yes,no,no,no,yes,no,0.33,f
HP:0410360,Increased core 1 O-glycan level,HP:0410361,Decreased core 1 O-glycan level,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0012213,Decreased glomerular filtration rate,HP:0012214,Increased glomerular filtration rate,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002901,Hypocalcemia,HP:0003072,Hypercalcemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002690,Large sella turcica,HP:0010538,Small sella turcica,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002395,Lower limb hyperreflexia,HP:0002600,Hyporeflexia of lower limbs,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003155,Elevated circulating alkaline phosphatase concentration,HP:0003282,Decreased circulating alkaline phosphatase activity,f,t,f,no,yes,no,yes,yes,yes,0.67,t
HP:0002150,Hypercalciuria,HP:0003127,Hypocalciuria,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0033911,Cortical radial artery medial hypertrophy,HP:0033912,Cortical radial artery medial atrophy,f,t,f,yes,no,yes,yes,yes,yes,0.83,t
HP:0500270,Increased proportion of gamma-delta T cells,HP:0500271,Decreased proportion of gamma-delta T cells,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000581,Blepharophimosis,HP:0000637,Long palpebral fissure,f,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0008165,Decreased helper T cell proportion,HP:0500264,Increased helper T cell proportion,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0012350,Decreased sialylation of N-linked protein glycosylation,HP:0012351,Increased sialylation of N-linked protein glycosylation,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003141,Increased LDL cholesterol concentration,HP:0045014,Hypolipidemia,t,f,f,no,no,yes,no,no,yes,0.33,f
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001988,Recurrent hypoglycemia,HP:0003074,Hyperglycemia,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0008358,Hyperprolinemia,HP:0500139,Hypoprolinemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011105,Hypervolemia,HP:0011106,Hypovolemia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009349,Enlarged epiphysis of the proximal phalanx of the 3rd finger,HP:0009418,Small epiphyses of the 3rd finger,t,f,f,yes,no,yes,yes,yes,no,0.67,t
HP:0025708,Early young adult onset,HP:0025710,Late young adult onset,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002791,Hypoventilation,HP:0002883,Hyperventilation,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0007048,Large basal ganglia,HP:0012697,Small basal ganglia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0030258,Hyperpigmented genitalia,HP:0030259,Hypopigmented genitalia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009385,Enlarged epiphyses of the 5th finger,t,f,f,yes,no,yes,yes,yes,no,0.67,t
HP:0003233,Decreased HDL cholesterol concentration,HP:0012184,Increased HDL cholesterol concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000319,Smooth philtrum,HP:0002002,Deep philtrum,f,t,f,no,yes,yes,yes,yes,yes,0.83,t
HP:0010934,Xanthinuria,HP:0040426,Decreased urinary hypoxanthine level,t,f,f,no,no,yes,no,yes,no,0.33,f
HP:0002720,Decreased circulating IgA concentration,HP:0003261,Increased circulating IgA concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0012132,Erythroid hyperplasia,HP:0012133,Erythroid hypoplasia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003081,Increased urinary potassium,HP:0012364,Decreased urinary potassium,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:5200321,Amplification of sexual behavior,HP:5200327,Diminishment of sexual behavior,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001829,Foot polydactyly,HP:0001849,Foot oligodactyly,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002490,Increased CSF lactate,HP:0030086,Reduced CSF lactate,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0040329,Multifocal hyperintensity of cerebral white matter on MRI,HP:0040332,Multifocal hypointensity of cerebral white matter on MRI,f,t,f,yes,yes,no,yes,yes,yes,0.83,t
HP:0010514,Hyperpituitarism,HP:0040075,Hypopituitarism,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003124,Hypercholesterolemia,HP:0003563,Decreased LDL cholesterol concentration,t,f,f,no,no,yes,yes,yes,yes,0.67,t
HP:0005789,Generalized osteosclerosis,HP:0006462,Generalized bone demineralization,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011976,Elevated urinary catecholamine level,HP:0045012,Decreased urinary catecholamine concentration,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0040330,Confluent hyperintensity of cerebral white matter on MRI,HP:0040333,Confluent hypointensity of cerebral white matter on MRI,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003646,Bicarbonaturia,HP:0045011,Decreased urine bicarbonate concentration,t,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0004324,Increased body weight,HP:0004325,Decreased body weight,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0500273,Increased proportion of immature gamma-delta T cells,HP:0500274,Decreased proportion of immature gamma-delta T cells,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0031100,Decreased circulating inhibin B concentration,HP:6000520,Increased circulating inhibin B concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0034168,Reduced circulating interleukin 22 concentration,HP:0034169,Increased circulating interleukin 22 concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000890,Long clavicles,HP:0000894,Short clavicles,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000778,Hypoplasia of the thymus,HP:0010516,Thymus hyperplasia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002152,Hyperproteinemia,HP:0003075,Hypoproteinemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003090,Hypoplasia of the capital femoral epiphysis,HP:0003371,Enlargement of the proximal femoral epiphysis,f,t,f,no,yes,yes,yes,yes,yes,0.83,t
HP:0002160,Hyperhomocystinemia,HP:0020222,Hypohomocysteinemia,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000637,Long palpebral fissure,HP:0045025,Narrow palpebral fissure,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0004349,Reduced bone mineral density,HP:0005789,Generalized osteosclerosis,t,f,f,no,no,yes,yes,yes,yes,0.67,t
HP:0100063,Small epiphyses of the 3rd toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,f,f,no,no,no,no,yes,no,0.17,f
HP:0031208,Increased pituitary glycoprotein hormone alpha subunit level,HP:0032482,Decreased pituitary glycoprotein hormone alpha subunit level,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001513,Obesity,HP:0004325,Decreased body weight,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0100770,Hyperperistalsis,HP:0100771,Hypoperistalsis,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009385,Enlarged epiphyses of the 5th finger,t,f,f,yes,no,yes,yes,yes,no,0.67,t
HP:0003281,Increased circulating ferritin concentration,HP:0012343,Decreased circulating ferritin concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003141,Increased LDL cholesterol concentration,HP:0003563,Decreased LDL cholesterol concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0005528,Bone marrow hypocellularity,HP:0031020,Bone marrow hypercellularity,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002157,Azotemia,HP:0031969,Reduced blood urea nitrogen,t,f,f,no,no,yes,yes,yes,yes,0.67,t
HP:0000293,Full cheeks,HP:0009938,Sunken cheeks,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003231,Hypertyrosinemia,HP:0500133,Hypotyrosinemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0007149,Distal upper limb amyotrophy,HP:0040267,Distal upper limb muscle hypertrophy,f,t,f,yes,no,yes,yes,yes,yes,0.83,t
HP:0012416,Hypercapnia,HP:0012417,Hypocapnia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0032164,Increased blood folate concentration,HP:0100507,Reduced blood folate concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0033633,Decreased alveolar volume,HP:0033634,Increased alveolar volume,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0034165,Reduced circulating interleukin 21 concentration,HP:0034166,Increased circulating interleukin 21 concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003022,Hypoplasia of the ulna,HP:0003988,Long ulna,f,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0012356,Decreased mannosylation of N-linked protein glycosylation,HP:0012357,Increased mannosylation of N-linked protein glycosylation,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0032128,Increased proportion of plasmablasts,HP:0032129,Decreased proportion of plasmablasts,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,HP:0410191,Increased glucose-6-phosphate dehydrogenase level in leukocytes,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009746,Thick nasal septum,HP:0009936,Narrow nasal septum,f,t,f,yes,yes,yes,no,no,yes,0.67,t
HP:0011788,Increased circulating free T3,HP:0032210,Decreased circulating free T3,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0030897,Decreased intestinal transit time,HP:0410204,Increased intestinal transit time,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0410145,Decreased circulating biotinidase concentration,HP:0410146,Elevated circulating biotinidase concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0004905,Reduced circulating vitamin A concentration,HP:4000212,Increased circulating vitamin A concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0005323,Hemifacial hypertrophy,HP:0011331,Hemifacial atrophy,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009689,Enlarged thumb epiphysis,HP:0009694,Small thumb epiphysis,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010018,Enlarged epiphysis of the 1st metacarpal,HP:0010023,Small epiphysis of the 1st metacarpal,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001849,Foot oligodactyly,HP:0010334,Polydactyly affecting the 3rd toe,t,f,f,no,yes,no,yes,no,no,0.33,f
HP:0034390,Decreased CSF glycine concentration,HP:0500230,Increased CSF glycine concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000013,Hypoplasia of the uterus,HP:0100878,Enlarged uterus,f,t,f,yes,no,yes,yes,yes,yes,0.83,t
HP:0012505,Enlarged pituitary gland,HP:0012506,Small pituitary gland,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011858,Reduced factor IX activity,HP:0033061,Increased factor IX activity,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009418,Small epiphyses of the 3rd finger,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010650,Hypoplasia of the premaxilla,HP:0430029,Hyperplasia of the premaxilla,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000253,Progressive microcephaly,HP:0004481,Progressive macrocephaly,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011800,Midface retrusion,HP:0012371,Hyperplasia of midface,f,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0025484,Increased circulating thyroglobulin concentration,HP:6000244,Decreased circulating thyroglobulin concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001413,Micronodular cirrhosis,HP:0006577,Macronodular cirrhosis,f,t,f,no,yes,yes,yes,yes,yes,0.83,t
HP:0030387,Increased proportion of class-switched memory B cells,HP:0030388,Decreased proportion of class-switched memory B cells,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0031819,Increased waist to hip ratio,HP:0031820,Decreased waist to hip ratio,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0500223,Increased CSF phenylalanine concentration,HP:0500224,Decreased CSF phenylalanine concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0030371,Increased proportion of naive B cells,HP:0030372,Decreased proportion of naive B cells,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000594,Shallow anterior chamber,HP:0007765,Deep anterior chamber,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000089,Renal hypoplasia,HP:0000105,Enlarged kidney,f,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0004528,Generalized hypotrichosis,HP:0004554,Generalized hypertrichosis,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0025621,obsolete Increased proportion of CD4+ central memory cells,HP:0025622,obsolete Decreased proportion of CD4+ central memory cells,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0033200,Triceps hyporeflexia,HP:0033204,Triceps hyperreflexia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010810,Long uvula,HP:0010812,Short uvula,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009264,Enlarged epiphysis of the proximal phalanx of the 4th finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,f,f,no,no,no,yes,yes,no,0.33,f
HP:0008232,Elevated circulating follicle stimulating hormone level,HP:0030341,Decreased circulating follicle stimulating hormone concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002213,Fine hair,HP:0100874,Thick hair,f,t,f,yes,yes,yes,yes,no,yes,0.83,t
HP:0005484,Secondary microcephaly,HP:0005490,Postnatal macrocephaly,f,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0009354,Small epiphysis of the proximal phalanx of the 3rd finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,f,f,no,no,no,yes,yes,no,0.33,f
HP:0009496,Small epiphyses of the 2nd finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,f,f,no,no,no,no,yes,no,0.17,f
HP:0001805,Onychogryphosis,HP:0001816,Thin nail,t,t,f,no,no,no,yes,yes,yes,0.50,t
HP:0010165,Enlarged epiphyses of the toes,HP:0010585,Small epiphyses,t,f,f,no,yes,no,no,yes,yes,0.50,t
HP:0025458,Decreased CSF albumin concentration,HP:0500239,Increased CSF albumin concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001943,Hypoglycemia,HP:0003074,Hyperglycemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,f,f,no,no,yes,yes,yes,yes,0.67,t
HP:0001513,Obesity,HP:0004326,Cachexia,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003038,Fibular hypoplasia,HP:0003085,Long fibula,f,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0430073,Decreased circulating beta-carotene concentration,HP:0430074,Increased circulating beta-carotene concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000272,Malar flattening,HP:0010620,Malar prominence,f,t,f,yes,no,yes,yes,yes,yes,0.83,t
HP:0012392,Jaw hyporeflexia,HP:0033683,Jaw hyperreflexia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0033306,Decreased circulating fetuin A concentration,HP:0033307,Increased circulating fetuin A concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009222,Small epiphysis of the middle phalanx of the 4th finger,HP:0009396,Enlarged epiphyses of the 4th finger,t,f,f,no,no,yes,yes,yes,no,0.50,t
HP:0025547,Decreased mean corpuscular hemoglobin concentration,HP:0025548,Increased mean corpuscular hemoglobin concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000044,Hypogonadotropic hypogonadism,HP:0000815,Hypergonadotropic hypogonadism,f,t,f,yes,yes,no,yes,yes,yes,0.83,t
HP:0001518,Small for gestational age,HP:0001520,Large for gestational age,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002161,Hyperlysinemia,HP:0500142,Hypolysinemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000835,Adrenal hypoplasia,HP:0008221,Adrenal hyperplasia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000385,Small earlobe,HP:0009748,Large earlobe,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010231,Enlarged epiphyses of the phalanges of the hand,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,f,f,yes,yes,yes,yes,no,no,0.67,t
HP:0012857,Increased scrotal rugation,HP:0012858,Decreased scrotal rugation,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010585,Small epiphyses,HP:0100058,Enlarged epiphyses of the 3rd toe,t,f,f,no,yes,no,no,yes,no,0.33,f
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009385,Enlarged epiphyses of the 5th finger,t,f,f,no,no,yes,yes,yes,no,0.50,t
HP:0009496,Small epiphyses of the 2nd finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,f,f,no,no,yes,yes,yes,yes,0.67,t
HP:0033765,Death in late adulthood,HP:0100613,Death in early adulthood,f,t,f,yes,no,yes,yes,yes,yes,0.83,t
HP:0010121,Small epiphyses of the hallux,HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,t,f,f,no,yes,yes,yes,yes,no,0.67,t
HP:0010165,Enlarged epiphyses of the toes,HP:0010170,Small epiphyses of the toes,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0033077,Increased circulating free T4 concentration,HP:0033078,Decreased circulating free T4 concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000040,Long penis,HP:0000054,Micropenis,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0034174,Reduced circulating interleukin 27 concentration,HP:0034175,Increased circulating interleukin 27 concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002148,Hypophosphatemia,HP:0002905,Hyperphosphatemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0032218,Decreased proportion of CD4-positive T cells,HP:0032219,Increased proportion of CD4-positive T cells,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010906,Hyperhistidinemia,HP:0500145,Hypohistidinemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002154,Hyperglycinemia,HP:0012277,Hypoglycinemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000252,Microcephaly,HP:0000256,Macrocephaly,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002907,Microscopic hematuria,HP:0012587,Macroscopic hematuria,f,t,f,yes,no,yes,yes,no,yes,0.67,t
HP:0003565,Elevated erythrocyte sedimentation rate,HP:0025022,Decreased erythrocyte sedimentation rate,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009338,Enlarged epiphysis of the distal phalanx of the 3rd finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,f,f,no,no,no,yes,yes,no,0.33,f
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0020199,Decreased circulating 18-hydroxycortisone level,HP:0020200,Increased circulating 18-hydroxycortisone level,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0025585,Hyperphoria,HP:0031725,Hypophoria,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0040328,Focal hyperintensity of cerebral white matter on MRI,HP:0040331,Focal hypointensity of cerebral white matter on MRI,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0032428,Increased HDL3a concentration,HP:0032429,Decreased HDL3a concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0004349,Reduced bone mineral density,HP:0011002,Osteopetrosis,t,f,f,no,no,no,yes,yes,yes,0.50,t
HP:0012026,Hyperornithinemia,HP:0500163,Hypoornithinemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011899,Hyperfibrinogenemia,HP:0011900,Hypofibrinogenemia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003452,Increased circulating iron concentration,HP:0040303,Decreased circulating iron concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001561,Polyhydramnios,HP:0001562,Oligohydramnios,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0030374,Decreased proportion of memory B cells,HP:0030375,Increased proportion of memory B cells,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010116,Enlarged epiphyses of the hallux,HP:0010135,Small epiphysis of the proximal phalanx of the hallux,t,f,f,no,yes,no,no,no,no,0.17,f
HP:0000418,Narrow nasal ridge,HP:0012811,Wide nasal ridge,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0410053,Elevated circulating gamma-aminobutyric acid concentration,HP:0410054,Decreased circulating GABA concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0500076,Alternating hypertropia,HP:0500078,Alternating hypotropia,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000445,Wide nose,HP:0000460,Narrow nose,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0006184,Decreased palmar creases,HP:0006191,Deep palmar crease,f,t,f,no,no,yes,yes,no,yes,0.50,t
HP:0009683,Small epiphysis of the distal phalanx of the thumb,HP:0009689,Enlarged thumb epiphysis,t,f,f,no,no,yes,yes,yes,yes,0.67,t
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0003234,Decreased circulating carnitine concentration,HP:0035030,Elevated circulating carnitine concentration,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,f,f,no,no,no,yes,no,no,0.17,f
HP:0009882,Short distal phalanx of finger,HP:0012299,Long distal phalanx of finger,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0040253,Increased size of the clitoris,HP:0040254,Decreased size of the clitoris,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0032137,Decreased circulating IgG3 concentration,HP:0032297,Increased circulating IgG3 level,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009390,Small epiphyses of the 5th finger,t,f,f,yes,no,yes,yes,yes,no,0.67,t
HP:0006462,Generalized bone demineralization,HP:0011001,Increased bone mineral density,t,f,f,yes,no,yes,yes,yes,yes,0.83,t
HP:0000350,Small forehead,HP:0002003,Large forehead,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0010585,Small epiphyses,HP:0100047,Enlarged epiphyses of the 2nd toe,t,f,f,no,yes,no,no,yes,no,0.33,f
HP:0006429,Broad femoral neck,HP:0008819,Narrow femoral neck,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001722,High-output congestive heart failure,HP:0009805,Low-output congestive heart failure,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0005445,Enlarged posterior fossa,HP:0040010,Small posterior fossa,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0025521,Increased body fat percentage,HP:0041079,Decreased body fat percentage,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000837,Increased circulating gonadotropin level,HP:0030339,Decreased circulating gonadotropin concentration,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,f,f,no,no,no,no,yes,no,0.17,f
HP:0005990,Thyroid hypoplasia,HP:0008249,Thyroid hyperplasia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002153,Hyperkalemia,HP:0002900,Hypokalemia,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011969,Elevated circulating luteinizing hormone level,HP:0030344,Decreased circulating luteinizing hormone level,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011424,Increased serum zinc,HP:0031831,Decreased serum zinc,t,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0034184,Increased insulin like growth factor binding protein acid labile subunit concentration,HP:0045046,Reduced insulin like growth factor binding protein acid labile subunit concentration,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001849,Foot oligodactyly,HP:0010340,Polydactyly affecting the 4th toe,t,f,f,no,no,no,yes,no,no,0.17,f
HP:0025517,Hypoplastic hippocampus,HP:0100961,Enlarged hippocampus,f,t,f,yes,no,yes,yes,yes,yes,0.83,t
HP:0100047,Enlarged epiphyses of the 2nd toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,f,f,no,yes,no,no,no,yes,0.33,f
HP:0100085,Small epiphyses of the 5th toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,f,f,no,no,yes,yes,yes,no,0.50,t
HP:0009253,Enlarged epiphysis of the distal phalanx of the 4th finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,f,f,no,no,no,no,yes,no,0.17,f
HP:0011382,Hypoplasia of the semicircular canal,HP:0011383,Enlarged semicircular canal,f,t,f,no,yes,yes,yes,yes,yes,0.83,t
HP:0000053,Macroorchidism,HP:0008734,Decreased testicular size,t,t,f,no,no,yes,yes,yes,yes,0.67,t
HP:0030685,Decreased adiponectin level,HP:0030686,Increased adiponectin level,f,t,f,yes,yes,yes,yes,yes,yes,1.00,t
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,f,f,no,no,no,no,yes,no,0.17,f
HP:0001888,Lymphopenia,HP:0100827,Lymphocytosis,t,f,f,yes,yes,yes,yes,yes,yes,1.00,t
