hpo_id,hpo_term,bearer_iri,quality_iri
HP:0005613,Aplasia/hypoplasia of the femur,UBERON:0000981,PATO:0002290
HP:0011729,Abnormality of joint mobility,UBERON:0000982,PATO:0000004
HP:0001367,Abnormal joint morphology,UBERON:0000982,PATO:0000051
HP:0009810,Abnormality of upper limb joint,UBERON:0000982,PATO:0000051
HP:0001363,Craniosynostosis,UBERON:0000982,PATO:0000460
HP:0001367,Abnormal joint morphology,UBERON:0000982,PATO:0000460
HP:0001369,Arthritis,UBERON:0000982,PATO:0000460
HP:0001373,Joint dislocation,UBERON:0000982,PATO:0000460
HP:0001376,Limitation of joint mobility,UBERON:0000982,PATO:0000460
HP:0001382,Joint hypermobility,UBERON:0000982,PATO:0000460
HP:0001386,Joint swelling,UBERON:0000982,PATO:0000460
HP:0001387,Joint stiffness,UBERON:0000982,PATO:0000460
HP:0001997,Gout,UBERON:0000982,PATO:0000460
HP:0003037,Enlarged joints,UBERON:0000982,PATO:0000460
HP:0003042,Elbow dislocation,UBERON:0000982,PATO:0000460
HP:0003048,Radial head subluxation,UBERON:0000982,PATO:0000460
HP:0005261,Joint hemorrhage,UBERON:0000982,PATO:0000460
HP:0006094,Finger joint hypermobility,UBERON:0000982,PATO:0000460
HP:0009183,Joint contracture of the 5th finger,UBERON:0000982,PATO:0000460
HP:0009274,Joint contracture of the 4th finger,UBERON:0000982,PATO:0000460
HP:0009319,Joint contracture of the 3rd finger,UBERON:0000982,PATO:0000460
HP:0009537,Flexion contracture of the 2nd finger,UBERON:0000982,PATO:0000460
HP:0009600,Thumb contracture,UBERON:0000982,PATO:0000460
HP:0009810,Abnormality of upper limb joint,UBERON:0000982,PATO:0000460
HP:0010212,Flexion contracture of the hallux,UBERON:0000982,PATO:0000460
HP:0010327,Flexion contracture of the 2nd toe,UBERON:0000982,PATO:0000460
HP:0010333,Flexion contracture of 3rd toe,UBERON:0000982,PATO:0000460
HP:0010339,Flexion contracture of the 4th toe,UBERON:0000982,PATO:0000460
HP:0010345,Flexion contracture of the 5th toe,UBERON:0000982,PATO:0000460
HP:0010510,Hypermobility of toe joints,UBERON:0000982,PATO:0000460
HP:0011729,Abnormality of joint mobility,UBERON:0000982,PATO:0000460
HP:0025477,Periarticular calcification,UBERON:0000982,PATO:0000460
HP:0032153,Joint subluxation,UBERON:0000982,PATO:0000460
HP:0100240,Synostosis of joints,UBERON:0000982,PATO:0000460
HP:0001369,Arthritis,UBERON:0000982,PATO:0000470
HP:0001997,Gout,UBERON:0000982,PATO:0000470
HP:0005261,Joint hemorrhage,UBERON:0000982,PATO:0000470
HP:0003037,Enlarged joints,UBERON:0000982,PATO:0000586
HP:0100240,Synostosis of joints,UBERON:0000982,PATO:0000642
HP:0001997,Gout,UBERON:0000982,PATO:0000912
HP:0025477,Periarticular calcification,UBERON:0000982,PATO:0001447
HP:0001386,Joint swelling,UBERON:0000982,PATO:0001450
HP:0025477,Periarticular calcification,UBERON:0000982,PATO:0001512
HP:0001387,Joint stiffness,UBERON:0000982,PATO:0001545
HP:0001373,Joint dislocation,UBERON:0000982,PATO:0001852
HP:0003042,Elbow dislocation,UBERON:0000982,PATO:0001852
HP:0003048,Radial head subluxation,UBERON:0000982,PATO:0002157
HP:0032153,Joint subluxation,UBERON:0000982,PATO:0002157
HP:0001363,Craniosynostosis,UBERON:0000982,PATO:0002166
HP:0001382,Joint hypermobility,UBERON:0000982,PATO:0002282
HP:0006094,Finger joint hypermobility,UBERON:0000982,PATO:0002282
HP:0010510,Hypermobility of toe joints,UBERON:0000982,PATO:0002282
HP:0001376,Limitation of joint mobility,UBERON:0000982,PATO:0002283
HP:0007361,Abnormal pons morphology,UBERON:0000988,PATO:0000051
HP:0007361,Abnormal pons morphology,UBERON:0000988,PATO:0000460
HP:0012110,Hypoplasia of the pons,UBERON:0000988,PATO:0000460
HP:0012110,Hypoplasia of the pons,UBERON:0000988,PATO:0000645
HP:0000036,Abnormal penis morphology,UBERON:0000989,PATO:0000001
HP:0000054,Micropenis,UBERON:0000989,PATO:0000396
HP:0000036,Abnormal penis morphology,UBERON:0000989,PATO:0000460
HP:0000040,Long penis,UBERON:0000989,PATO:0000460
HP:0000054,Micropenis,UBERON:0000989,PATO:0000460
HP:0008736,Hypoplasia of penis,UBERON:0000989,PATO:0000460
HP:0030261,Absent penis,UBERON:0000989,PATO:0000460
HP:0030262,Narrow penis,UBERON:0000989,PATO:0000460
HP:0030265,Wide penis,UBERON:0000989,PATO:0000460
HP:0030261,Absent penis,UBERON:0000989,PATO:0000462
HP:0000040,Long penis,UBERON:0000989,PATO:0000573
HP:0030262,Narrow penis,UBERON:0000989,PATO:0000599
HP:0030265,Wide penis,UBERON:0000989,PATO:0000600
HP:0000054,Micropenis,UBERON:0000989,PATO:0000645
HP:0008736,Hypoplasia of penis,UBERON:0000989,PATO:0000645
HP:0000078,Abnormality of the genital system,UBERON:0000990,PATO:0000001
HP:0012243,Abnormal reproductive system morphology,UBERON:0000990,PATO:0000051
HP:0000078,Abnormality of the genital system,UBERON:0000990,PATO:0000460
HP:0000080,Abnormality of reproductive system physiology,UBERON:0000990,PATO:0000460
HP:0001827,Genital tract atresia,UBERON:0000990,PATO:0000460
HP:0003241,External genital hypoplasia,UBERON:0000990,PATO:0000460
HP:0003252,Anteriorly displaced genitalia,UBERON:0000990,PATO:0000460
HP:0012243,Abnormal reproductive system morphology,UBERON:0000990,PATO:0000460
HP:0003241,External genital hypoplasia,UBERON:0000990,PATO:0000645
HP:0000080,Abnormality of reproductive system physiology,UBERON:0000990,PATO:0001509
HP:0001827,Genital tract atresia,UBERON:0000990,PATO:0001819
HP:0003252,Anteriorly displaced genitalia,UBERON:0000990,PATO:0001921
HP:0000133,Gonadal dysgenesis,UBERON:0000991,PATO:0000460
HP:0000135,Hypogonadism,UBERON:0000991,PATO:0000460
HP:0008633,Agonadism,UBERON:0000991,PATO:0000460
HP:0008639,Gonadal hypoplasia,UBERON:0000991,PATO:0000460
HP:0008703,Gonadal calcification,UBERON:0000991,PATO:0000460
HP:0008633,Agonadism,UBERON:0000991,PATO:0000462
HP:0000133,Gonadal dysgenesis,UBERON:0000991,PATO:0000640
HP:0008639,Gonadal hypoplasia,UBERON:0000991,PATO:0000645
HP:0008703,Gonadal calcification,UBERON:0000991,PATO:0001447
HP:0000135,Hypogonadism,UBERON:0000991,PATO:0001624
HP:0000137,Abnormality of the ovary,UBERON:0000992,PATO:0000001
HP:0031065,Abnormal ovarian morphology,UBERON:0000992,PATO:0000051
HP:0000134,Female hypogonadism,UBERON:0000992,PATO:0000460
HP:0000137,Abnormality of the ovary,UBERON:0000992,PATO:0000460
HP:0000138,Ovarian cyst,UBERON:0000992,PATO:0000460
HP:0000147,Polycystic ovaries,UBERON:0000992,PATO:0000460
HP:0008724,Hypoplasia of the ovary,UBERON:0000992,PATO:0000460
HP:0010462,Aplasia/Hypoplasia of the ovary,UBERON:0000992,PATO:0000460
HP:0010463,Aplasia of the ovary,UBERON:0000992,PATO:0000460
HP:0031065,Abnormal ovarian morphology,UBERON:0000992,PATO:0000460
HP:0031066,Abnormal ovarian physiology,UBERON:0000992,PATO:0000460
HP:0100879,Enlarged ovaries,UBERON:0000992,PATO:0000460
HP:0000138,Ovarian cyst,UBERON:0000992,PATO:0000470
HP:0100879,Enlarged ovaries,UBERON:0000992,PATO:0000586
HP:0008724,Hypoplasia of the ovary,UBERON:0000992,PATO:0000645
HP:0010463,Aplasia of the ovary,UBERON:0000992,PATO:0001483
HP:0031066,Abnormal ovarian physiology,UBERON:0000992,PATO:0001509
HP:0000134,Female hypogonadism,UBERON:0000992,PATO:0001624
HP:0000147,Polycystic ovaries,UBERON:0000992,PATO:0002089
HP:0010462,Aplasia/Hypoplasia of the ovary,UBERON:0000992,PATO:0002290
HP:0000130,Abnormality of the uterus,UBERON:0000995,PATO:0000001
HP:0031105,Abnormal uterus morphology,UBERON:0000995,PATO:0000051
HP:0000136,Bifid uterus,UBERON:0000995,PATO:0000403
HP:0000013,Hypoplasia of the uterus,UBERON:0000995,PATO:0000460
HP:0000130,Abnormality of the uterus,UBERON:0000995,PATO:0000460
HP:0000136,Bifid uterus,UBERON:0000995,PATO:0000460
HP:0000139,Uterine prolapse,UBERON:0000995,PATO:0000460
HP:0000151,Aplasia of the uterus,UBERON:0000995,PATO:0000460
HP:0000813,Bicornuate uterus,UBERON:0000995,PATO:0000460
HP:0008684,Aplasia/hypoplasia of the uterus,UBERON:0000995,PATO:0000460
HP:0031105,Abnormal uterus morphology,UBERON:0000995,PATO:0000460
HP:0100878,Enlarged uterus,UBERON:0000995,PATO:0000460
HP:0000151,Aplasia of the uterus,UBERON:0000995,PATO:0000462
HP:0100878,Enlarged uterus,UBERON:0000995,PATO:0000586
HP:0000139,Uterine prolapse,UBERON:0000995,PATO:0000623
HP:0000013,Hypoplasia of the uterus,UBERON:0000995,PATO:0000645
HP:0000813,Bicornuate uterus,UBERON:0000995,PATO:0002161
HP:0008684,Aplasia/hypoplasia of the uterus,UBERON:0000995,PATO:0002290
HP:0000142,Abnormal vagina morphology,UBERON:0000996,PATO:0000051
HP:0000142,Abnormal vagina morphology,UBERON:0000996,PATO:0000460
HP:0000143,Rectovaginal fistula,UBERON:0000996,PATO:0000460
HP:0000148,Vaginal atresia,UBERON:0000996,PATO:0000460
HP:0001153,Septate vagina,UBERON:0000996,PATO:0000460
HP:0003250,Aplasia of the vagina,UBERON:0000996,PATO:0000460
HP:0004320,Vaginal fistula,UBERON:0000996,PATO:0000460
HP:0008726,Hypoplasia of the vagina,UBERON:0000996,PATO:0000460
HP:0008740,Longitudinal vaginal septum,UBERON:0000996,PATO:0000460
HP:0011026,Aplasia/Hypoplasia of the vagina,UBERON:0000996,PATO:0000460
HP:0030683,Vaginitis,UBERON:0000996,PATO:0000460
HP:0100672,Vaginal hernia,UBERON:0000996,PATO:0000460
HP:0003250,Aplasia of the vagina,UBERON:0000996,PATO:0000462
HP:0004320,Vaginal fistula,UBERON:0000996,PATO:0000470
HP:0100672,Vaginal hernia,UBERON:0000996,PATO:0000643
HP:0008726,Hypoplasia of the vagina,UBERON:0000996,PATO:0000645
HP:0030683,Vaginitis,UBERON:0000996,PATO:0000912
HP:0001153,Septate vagina,UBERON:0000996,PATO:0001786
HP:0000148,Vaginal atresia,UBERON:0000996,PATO:0001819
HP:0008740,Longitudinal vaginal septum,UBERON:0000996,PATO:0001854
HP:0011026,Aplasia/Hypoplasia of the vagina,UBERON:0000996,PATO:0002290
HP:0011124,Abnormal epidermal morphology,UBERON:0001003,PATO:0000051
HP:0011124,Abnormal epidermal morphology,UBERON:0001003,PATO:0000460
HP:0002086,Abnormality of the respiratory system,UBERON:0001004,PATO:0000001
HP:0005938,Abnormal respiratory motile cilium morphology,UBERON:0001004,PATO:0000051
HP:0012252,Abnormal respiratory system morphology,UBERON:0001004,PATO:0000051
HP:0002086,Abnormality of the respiratory system,UBERON:0001004,PATO:0000460
HP:0002093,Respiratory insufficiency,UBERON:0001004,PATO:0000460
HP:0002795,Abnormal respiratory system physiology,UBERON:0001004,PATO:0000460
HP:0005938,Abnormal respiratory motile cilium morphology,UBERON:0001004,PATO:0000460
HP:0012252,Abnormal respiratory system morphology,UBERON:0001004,PATO:0000460
HP:0002795,Abnormal respiratory system physiology,UBERON:0001004,PATO:0001509
HP:0002093,Respiratory insufficiency,UBERON:0001004,PATO:0001511
HP:0025031,Abnormality of the digestive system,UBERON:0001007,PATO:0000001
HP:0025033,Abnormal digestive system morphology,UBERON:0001007,PATO:0000051
HP:0025031,Abnormality of the digestive system,UBERON:0001007,PATO:0000460
HP:0025032,Abnormality of digestive system physiology,UBERON:0001007,PATO:0000460
HP:0025033,Abnormal digestive system morphology,UBERON:0001007,PATO:0000460
HP:0025032,Abnormality of digestive system physiology,UBERON:0001007,PATO:0001509
HP:0000079,Abnormality of the urinary system,UBERON:0001008,PATO:0000001
HP:0000079,Abnormality of the urinary system,UBERON:0001008,PATO:0000460
HP:0000809,Urinary tract atresia,UBERON:0001008,PATO:0000460
HP:0011277,Abnormality of the urinary system physiology,UBERON:0001008,PATO:0000460
HP:0011277,Abnormality of the urinary system physiology,UBERON:0001008,PATO:0001509
HP:0000809,Urinary tract atresia,UBERON:0001008,PATO:0001819
HP:0003995,Abnormality of the radial head,UBERON:0001012,PATO:0000001
HP:0003996,Flattened radial head,UBERON:0001012,PATO:0000407
HP:0003048,Radial head subluxation,UBERON:0001012,PATO:0000460
HP:0003083,Dislocated radial head,UBERON:0001012,PATO:0000460
HP:0003995,Abnormality of the radial head,UBERON:0001012,PATO:0000460
HP:0003996,Flattened radial head,UBERON:0001012,PATO:0000460
HP:0003997,Hypoplastic radial head,UBERON:0001012,PATO:0000460
HP:0005084,Anterior radial head dislocation,UBERON:0001012,PATO:0000460
HP:0005739,Posterior subluxation of radial head,UBERON:0001012,PATO:0000460
HP:0003997,Hypoplastic radial head,UBERON:0001012,PATO:0000645
HP:0003083,Dislocated radial head,UBERON:0001012,PATO:0001852
HP:0005084,Anterior radial head dislocation,UBERON:0001012,PATO:0001921
HP:0005739,Posterior subluxation of radial head,UBERON:0001012,PATO:0001922
HP:0003048,Radial head subluxation,UBERON:0001012,PATO:0002157
HP:0000291,Abnormality of facial adipose tissue,UBERON:0001013,PATO:0000001
HP:0009124,Abnormal adipose tissue morphology,UBERON:0001013,PATO:0000051
HP:0000287,Increased facial adipose tissue,UBERON:0001013,PATO:0000460
HP:0000291,Abnormality of facial adipose tissue,UBERON:0001013,PATO:0000460
HP:0000292,Loss of facial adipose tissue,UBERON:0001013,PATO:0000460
HP:0000468,Increased adipose tissue around the neck,UBERON:0001013,PATO:0000460
HP:0003635,Loss of subcutaneous adipose tissue in limbs,UBERON:0001013,PATO:0000460
HP:0005995,Decreased adipose tissue around neck,UBERON:0001013,PATO:0000460
HP:0008985,Increased intramuscular fat,UBERON:0001013,PATO:0000460
HP:0008993,Increased intraabdominal fat,UBERON:0001013,PATO:0000460
HP:0009017,Loss of gluteal subcutaneous adipose tissue,UBERON:0001013,PATO:0000460
HP:0009056,Loss of subcutaneous adipose tissue from upper limbs,UBERON:0001013,PATO:0000460
HP:0009124,Abnormal adipose tissue morphology,UBERON:0001013,PATO:0000460
HP:0009126,Increased adipose tissue,UBERON:0001013,PATO:0000460
HP:0012490,Panniculitis,UBERON:0001013,PATO:0000460
HP:0012490,Panniculitis,UBERON:0001013,PATO:0000912
HP:0000292,Loss of facial adipose tissue,UBERON:0001013,PATO:0001562
HP:0000287,Increased facial adipose tissue,UBERON:0001013,PATO:0001563
HP:0003635,Loss of subcutaneous adipose tissue in limbs,UBERON:0001013,PATO:0001997
HP:0009017,Loss of gluteal subcutaneous adipose tissue,UBERON:0001013,PATO:0001997
HP:0009056,Loss of subcutaneous adipose tissue from upper limbs,UBERON:0001013,PATO:0001997
HP:0005995,Decreased adipose tissue around neck,UBERON:0001013,PATO:0002001
HP:0000468,Increased adipose tissue around the neck,UBERON:0001013,PATO:0002002
HP:0008985,Increased intramuscular fat,UBERON:0001013,PATO:0002002
HP:0008993,Increased intraabdominal fat,UBERON:0001013,PATO:0002002
HP:0009126,Increased adipose tissue,UBERON:0001013,PATO:0002002
HP:0003011,Abnormality of the musculature,UBERON:0001015,PATO:0000001
HP:0008316,Abnormal mitochondria in muscle tissue,UBERON:0001015,PATO:0000001
HP:0003011,Abnormality of the musculature,UBERON:0001015,PATO:0000460
HP:0003198,Myopathy,UBERON:0001015,PATO:0000460
HP:0003560,Muscular dystrophy,UBERON:0001015,PATO:0000460
HP:0003634,Amyoplasia,UBERON:0001015,PATO:0000460
HP:0004660,Hypoplasia of facial musculature,UBERON:0001015,PATO:0000460
HP:0008316,Abnormal mitochondria in muscle tissue,UBERON:0001015,PATO:0000460
HP:0008985,Increased intramuscular fat,UBERON:0001015,PATO:0000460
HP:0009023,Abdominal wall muscle weakness,UBERON:0001015,PATO:0000460
HP:0010318,Aplasia/Hypoplasia of the abdominal wall musculature,UBERON:0001015,PATO:0000460
HP:0040242,Muscle hemorrhage,UBERON:0001015,PATO:0000460
HP:0100249,Calcification of muscles,UBERON:0001015,PATO:0000460
HP:0100614,Myositis,UBERON:0001015,PATO:0000460
HP:0040242,Muscle hemorrhage,UBERON:0001015,PATO:0000470
HP:0004660,Hypoplasia of facial musculature,UBERON:0001015,PATO:0000645
HP:0100614,Myositis,UBERON:0001015,PATO:0000912
HP:0003198,Myopathy,UBERON:0001015,PATO:0001167
HP:0100249,Calcification of muscles,UBERON:0001015,PATO:0001447
HP:0003634,Amyoplasia,UBERON:0001015,PATO:0001483
HP:0009023,Abdominal wall muscle weakness,UBERON:0001015,PATO:0001779
HP:0003560,Muscular dystrophy,UBERON:0001015,PATO:0001780
HP:0008985,Increased intramuscular fat,UBERON:0001015,PATO:0002002
HP:0010318,Aplasia/Hypoplasia of the abdominal wall musculature,UBERON:0001015,PATO:0002290
HP:0000707,Abnormality of the nervous system,UBERON:0001016,PATO:0000001
HP:0012639,Abnormal nervous system morphology,UBERON:0001016,PATO:0000051
HP:0000707,Abnormality of the nervous system,UBERON:0001016,PATO:0000460
HP:0012638,Abnormal nervous system physiology,UBERON:0001016,PATO:0000460
HP:0012639,Abnormal nervous system morphology,UBERON:0001016,PATO:0000460
HP:0012638,Abnormal nervous system physiology,UBERON:0001016,PATO:0001509
HP:0002011,Morphological central nervous system abnormality,UBERON:0001017,PATO:0000051
HP:0002011,Morphological central nervous system abnormality,UBERON:0001017,PATO:0000460
HP:0002180,Neurodegeneration,UBERON:0001017,PATO:0000460
HP:0002529,Neuronal loss in central nervous system,UBERON:0001017,PATO:0000460
HP:0002977,Aplasia/Hypoplasia involving the central nervous system,UBERON:0001017,PATO:0000460
HP:0003429,CNS hypomyelination,UBERON:0001017,PATO:0000460
HP:0007009,Central nervous system degeneration,UBERON:0001017,PATO:0000460
HP:0007305,CNS demyelination,UBERON:0001017,PATO:0000460
HP:0007367,Atrophy/Degeneration affecting the central nervous system,UBERON:0001017,PATO:0000460
HP:0012754,CNS hypermyelination,UBERON:0001017,PATO:0000460
HP:0030724,Central nervous system cyst,UBERON:0001017,PATO:0000460
HP:0030724,Central nervous system cyst,UBERON:0001017,PATO:0000470
HP:0002180,Neurodegeneration,UBERON:0001017,PATO:0000639
HP:0007009,Central nervous system degeneration,UBERON:0001017,PATO:0000639
HP:0007305,CNS demyelination,UBERON:0001017,PATO:0000639
HP:0007367,Atrophy/Degeneration affecting the central nervous system,UBERON:0001017,PATO:0001623
HP:0002529,Neuronal loss in central nervous system,UBERON:0001017,PATO:0001997
HP:0003429,CNS hypomyelination,UBERON:0001017,PATO:0002001
HP:0012754,CNS hypermyelination,UBERON:0001017,PATO:0002002
HP:0002977,Aplasia/Hypoplasia involving the central nervous system,UBERON:0001017,PATO:0002290
HP:0045010,Abnormal peripheral nerve morphology by anatomical site,UBERON:0001021,PATO:0000001
HP:0011391,Abnormal inner ear nerve morphology,UBERON:0001021,PATO:0000051
HP:0000407,Sensorineural hearing impairment,UBERON:0001021,PATO:0000460
HP:0003380,Decreased number of peripheral myelinated nerve fibers,UBERON:0001021,PATO:0000460
HP:0003406,Peripheral nerve compression,UBERON:0001021,PATO:0000460
HP:0011391,Abnormal inner ear nerve morphology,UBERON:0001021,PATO:0000460
HP:0012645,Enlarged peripheral nerve,UBERON:0001021,PATO:0000460
HP:0030174,Increased peripheral myelin thickness,UBERON:0001021,PATO:0000460
HP:0045010,Abnormal peripheral nerve morphology by anatomical site,UBERON:0001021,PATO:0000460
HP:0100292,Amyloidosis of peripheral nerves,UBERON:0001021,PATO:0000460
HP:0100292,Amyloidosis of peripheral nerves,UBERON:0001021,PATO:0000470
HP:0012645,Enlarged peripheral nerve,UBERON:0001021,PATO:0000586
HP:0030174,Increased peripheral myelin thickness,UBERON:0001021,PATO:0000591
HP:0000407,Sensorineural hearing impairment,UBERON:0001021,PATO:0000911
HP:0003406,Peripheral nerve compression,UBERON:0001021,PATO:0001847
HP:0003380,Decreased number of peripheral myelinated nerve fibers,UBERON:0001021,PATO:0001997
HP:0000763,Sensory neuropathy,UBERON:0001027,PATO:0000460
HP:0003390,Sensory axonal neuropathy,UBERON:0001027,PATO:0000460
HP:0000763,Sensory neuropathy,UBERON:0001027,PATO:0001167
HP:0003390,Sensory axonal neuropathy,UBERON:0001027,PATO:0001167
HP:0004027,Abnormality of radial diaphysis,UBERON:0001028,PATO:0000001
HP:0004027,Abnormality of radial diaphysis,UBERON:0001028,PATO:0000460
HP:0004030,Patchy sclerosis of radial diaphysis,UBERON:0001028,PATO:0000460
HP:0004031,Broad radial diaphysis,UBERON:0001028,PATO:0000460
HP:0004030,Patchy sclerosis of radial diaphysis,UBERON:0001028,PATO:0000470
HP:0004031,Broad radial diaphysis,UBERON:0001028,PATO:0000600
HP:0001595,Abnormal hair morphology,UBERON:0001037,PATO:0000001
HP:0009887,Abnormality of hair pigmentation,UBERON:0001037,PATO:0000001
HP:0010720,Abnormal hair pattern,UBERON:0001037,PATO:0000060
HP:0011362,Abnormal hair quantity,UBERON:0001037,PATO:0000070
HP:0010719,Abnormality of hair texture,UBERON:0001037,PATO:0000150
HP:0002297,Red hair,UBERON:0001037,PATO:0000322
HP:0002212,Curly hair,UBERON:0001037,PATO:0000405
HP:0000998,Hypertrichosis,UBERON:0001037,PATO:0000460
HP:0001007,Hirsutism,UBERON:0001037,PATO:0000460
HP:0001595,Abnormal hair morphology,UBERON:0001037,PATO:0000460
HP:0002208,Coarse hair,UBERON:0001037,PATO:0000460
HP:0002212,Curly hair,UBERON:0001037,PATO:0000460
HP:0002213,Fine hair,UBERON:0001037,PATO:0000460
HP:0002286,Fair hair,UBERON:0001037,PATO:0000460
HP:0002296,Progressive hypotrichosis,UBERON:0001037,PATO:0000460
HP:0002297,Red hair,UBERON:0001037,PATO:0000460
HP:0002298,Absent hair,UBERON:0001037,PATO:0000460
HP:0002552,Trichodysplasia,UBERON:0001037,PATO:0000460
HP:0004528,Generalized hypotrichosis,UBERON:0001037,PATO:0000460
HP:0005599,Hypopigmentation of hair,UBERON:0001037,PATO:0000460
HP:0008070,Sparse hair,UBERON:0001037,PATO:0000460
HP:0009887,Abnormality of hair pigmentation,UBERON:0001037,PATO:0000460
HP:0009889,Localized hirsutism,UBERON:0001037,PATO:0000460
HP:0010719,Abnormality of hair texture,UBERON:0001037,PATO:0000460
HP:0010720,Abnormal hair pattern,UBERON:0001037,PATO:0000460
HP:0011359,Dry hair,UBERON:0001037,PATO:0000460
HP:0011362,Abnormal hair quantity,UBERON:0001037,PATO:0000460
HP:0002298,Absent hair,UBERON:0001037,PATO:0000462
HP:0000998,Hypertrichosis,UBERON:0001037,PATO:0000470
HP:0001007,Hirsutism,UBERON:0001037,PATO:0000470
HP:0009889,Localized hirsutism,UBERON:0001037,PATO:0000470
HP:0002213,Fine hair,UBERON:0001037,PATO:0000592
HP:0009889,Localized hirsutism,UBERON:0001037,PATO:0000627
HP:0002552,Trichodysplasia,UBERON:0001037,PATO:0000640
HP:0002286,Fair hair,UBERON:0001037,PATO:0000665
HP:0002208,Coarse hair,UBERON:0001037,PATO:0000700
HP:0005599,Hypopigmentation of hair,UBERON:0001037,PATO:0000911
HP:0002296,Progressive hypotrichosis,UBERON:0001037,PATO:0001609
HP:0004528,Generalized hypotrichosis,UBERON:0001037,PATO:0001609
HP:0008070,Sparse hair,UBERON:0001037,PATO:0001609
HP:0002296,Progressive hypotrichosis,UBERON:0001037,PATO:0001818
HP:0011359,Dry hair,UBERON:0001037,PATO:0001824
HP:0004528,Generalized hypotrichosis,UBERON:0001037,PATO:0002403
HP:0000600,Abnormality of the pharynx,UBERON:0001042,PATO:0000001
HP:0033151,Abnormal pharynx morphology,UBERON:0001042,PATO:0000051
HP:0000600,Abnormality of the pharynx,UBERON:0001042,PATO:0000460
HP:0009555,Hypoplasia of the pharynx,UBERON:0001042,PATO:0000460
HP:0011855,Pharyngeal edema,UBERON:0001042,PATO:0000460
HP:0025439,Pharyngitis,UBERON:0001042,PATO:0000460
HP:0033151,Abnormal pharynx morphology,UBERON:0001042,PATO:0000460
HP:0033152,Abnormal pharynx physiology,UBERON:0001042,PATO:0000460
HP:0025439,Pharyngitis,UBERON:0001042,PATO:0000470
HP:0009555,Hypoplasia of the pharynx,UBERON:0001042,PATO:0000645
HP:0011855,Pharyngeal edema,UBERON:0001042,PATO:0001450
HP:0033152,Abnormal pharynx physiology,UBERON:0001042,PATO:0001509
HP:0002031,Abnormal esophagus morphology,UBERON:0001043,PATO:0000051
HP:0011128,Acute esophageal necrosis,UBERON:0001043,PATO:0000389
HP:0002031,Abnormal esophagus morphology,UBERON:0001043,PATO:0000460
HP:0002032,Esophageal atresia,UBERON:0001043,PATO:0000460
HP:0002575,Tracheoesophageal fistula,UBERON:0001043,PATO:0000460
HP:0004791,Esophageal ulceration,UBERON:0001043,PATO:0000460
HP:0005240,Esophageal obstruction,UBERON:0001043,PATO:0000460
HP:0011128,Acute esophageal necrosis,UBERON:0001043,PATO:0000460
HP:0025270,Abnormal esophagus physiology,UBERON:0001043,PATO:0000460
HP:0100681,Esophageal duplication,UBERON:0001043,PATO:0000460
HP:0004791,Esophageal ulceration,UBERON:0001043,PATO:0000470
HP:0011128,Acute esophageal necrosis,UBERON:0001043,PATO:0000647
HP:0005240,Esophageal obstruction,UBERON:0001043,PATO:0000648
HP:0100681,Esophageal duplication,UBERON:0001043,PATO:0001473
HP:0025270,Abnormal esophagus physiology,UBERON:0001043,PATO:0001509
HP:0002032,Esophageal atresia,UBERON:0001043,PATO:0001819
HP:0002575,Tracheoesophageal fistula,UBERON:0001043,PATO:0002002
HP:0010286,Abnormal salivary gland morphology,UBERON:0001044,PATO:0000051
HP:0010286,Abnormal salivary gland morphology,UBERON:0001044,PATO:0000460
HP:0031281,Sialadenitis,UBERON:0001044,PATO:0000460
HP:0005211,Midgut malrotation,UBERON:0001045,PATO:0000460
HP:0005211,Midgut malrotation,UBERON:0001045,PATO:0001599
HP:0410043,Abnormal neural tube morphology,UBERON:0001049,PATO:0000051
HP:0410043,Abnormal neural tube morphology,UBERON:0001049,PATO:0000460
HP:3000053,Abnormal hypopharynx morphology,UBERON:0001051,PATO:0000001
HP:3000053,Abnormal hypopharynx morphology,UBERON:0001051,PATO:0000460
HP:0002034,Abnormal rectum morphology,UBERON:0001052,PATO:0000001
HP:0000143,Rectovaginal fistula,UBERON:0001052,PATO:0000460
HP:0002034,Abnormal rectum morphology,UBERON:0001052,PATO:0000460
HP:0002035,Rectal prolapse,UBERON:0001052,PATO:0000460
HP:0005224,Rectal abscess,UBERON:0001052,PATO:0000460
HP:0025023,Rectal atresia,UBERON:0001052,PATO:0000460
HP:0100590,Rectal fistula,UBERON:0001052,PATO:0000460
HP:0005224,Rectal abscess,UBERON:0001052,PATO:0000470
HP:0100590,Rectal fistula,UBERON:0001052,PATO:0000470
HP:0002035,Rectal prolapse,UBERON:0001052,PATO:0000623
HP:0025023,Rectal atresia,UBERON:0001052,PATO:0001819
HP:0004383,Hypoplastic left heart,UBERON:0001062,PATO:0000460
HP:0010954,Hypoplastic right heart,UBERON:0001062,PATO:0000460
HP:0004383,Hypoplastic left heart,UBERON:0001062,PATO:0000645
HP:0010954,Hypoplastic right heart,UBERON:0001062,PATO:0000645
HP:0005108,Abnormal intervertebral disk morphology,UBERON:0001066,PATO:0000001
HP:0002945,Intervertebral space narrowing,UBERON:0001066,PATO:0000460
HP:0005108,Abnormal intervertebral disk morphology,UBERON:0001066,PATO:0000460
HP:0005645,Intervertebral disk calcification,UBERON:0001066,PATO:0000460
HP:0008419,Intervertebral disk degeneration,UBERON:0001066,PATO:0000460
HP:0030320,Increased intervertebral space,UBERON:0001066,PATO:0000460
