id1,term1,id2,term2,claude,deepseek,gemini,grok,llama,openai,pct_yes,majority
HP:0002917,Hypomagnesemia,HP:0034594,Elevated circulating dihydrothymine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034606,Elevated circulating porphyrin concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034611,Elevated circulating arabinitol concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034614,Elevated circulating erythritol concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034617,Elevated circulating S-adenosyl methionine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034730,Elevated circulating S-adenosyl-L-homocysteine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034731,Elevated circulating S-adenosyl-L-methionine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034736,Elevated circulating alpha-oxoadipic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034741,Elevated circulating homoarginine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034745,Elevated circulating S-sulfocysteine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0034936,Elevated circulating lathosterol concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0035030,Elevated circulating carnitine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0040146,D-2-hydroxyglutaric acidemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0040147,L-2-hydroxyglutaric acidemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0040302,Hyperglycerolemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0045045,Elevated circulating acylcarnitine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0100827,Lymphocytosis,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410065,Increased level of hippuric acid in blood,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410069,Increased level of propylene glycol in blood,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410171,Increased cotinine level,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410175,Hyperketonemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410206,Increased circulating nicotinurate level,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410246,Increased circulating IgD concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410288,Hyperamylasemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0410342,Increased circulating heparan sulfate level,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0430074,Increased circulating beta-carotene concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500134,Hypertryptophanemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500138,Hyperserinemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500149,Hyperglutamatemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500151,Hypercystinemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500153,Hyperargininemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500156,Hyperasparaginemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500159,Increased circulating aspartic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500161,Increased circulating carnosine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500167,Hypergastrinemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500181,Hypertaurinemia,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:0500250,Increased circulating ethanolamine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:4000095,Elevated circulating thymine concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:4000213,Elevated circulating hyaluronic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:6000234,Elevated circulating dihydroxyphenylacetic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:6000267,Elevated circulating methionine sulfoxide concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:6000268,Elevated circulating pipecolic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:6000271,Elevated circulating glycylproline concentration,no,no,no,no,no,no,0.00,f
HP:0002917,Hypomagnesemia,HP:6000278,Elevated circulating 2-aminoadipic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0002920,Decreased circulating ACTH concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003073,Hypoalbuminemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003075,Hypoproteinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003113,Hypochloremia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003146,Hypocholesterolemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003233,Decreased HDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003234,Decreased circulating carnitine concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003292,Decreased serum leptin,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003351,Decreased circulating renin concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003537,Hypouricemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003563,Decreased LDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003572,Low plasma citrulline,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0003658,Hypomethioninemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0004313,Decreased circulating antibody concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0004315,Decreased circulating IgG concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0004319,Decreased circulating aldosterone concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0005479,Decreased circulating IgE concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0005510,Transient erythroblastopenia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0005961,Hypoargininemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0008163,Decreased circulating cortisol level,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0010837,Decreased circulating ceruloplasmin concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0010981,Hypolipoproteinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0011967,Decreased circulating copper concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012052,Low serum calcitriol,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012053,Decreased circulating calcifediol concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012101,Decreased serum creatinine,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012153,Hypotriglyceridemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012277,Hypoglycinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012279,Hyposerinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012417,Hypocapnia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0012418,Hypoxemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0020222,Hypohomocysteinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0030339,Decreased circulating gonadotropin concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0030344,Decreased circulating luteinizing hormone level,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0030349,Decreased circulating androgen concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0030689,Decreased glucagon level,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0030985,Decreased serum bile acid concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0031242,Decreased circulating chylomicron concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0031243,Decreased VLDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0031794,Decreased circulating glycerol level,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0031891,Decreased eosinophil count,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0031969,Reduced blood urea nitrogen,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0032098,Hypomanganesemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0032210,Decreased circulating free T3,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0032363,Decreased circulating corticosterone level,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0033445,Reduced circulating acylcarnitine concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0033480,Hypobilirubinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0034203,Decreased iduronate sulfatase level,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0034292,Reduced circulating creatine concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0034441,Decreased circulating aspartic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0034869,Reduced erythrocyte free porphyrin concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0034870,Reduced circulating urocanic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0034938,Decreased circulating sialic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0040171,Decreased serum testosterone concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0040216,Hypoinsulinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0045014,Hypolipidemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0100493,Hypoammonemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0100507,Reduced blood folate concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0410245,Decreased circulating IgD concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0410289,Hypoamylasemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0410343,Decreased circulating heparan sulfate level,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0430073,Decreased circulating beta-carotene concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500132,Hypovalinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500133,Hypotyrosinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500135,Hypotryptophanemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500136,Hypothreoninemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500139,Hypoprolinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500140,Decreased circulating hydroxyproline concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500141,Hypophenylalaninemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500142,Hypolysinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500143,Hypoleucinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500144,Hypoisoleucinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500145,Hypohistidinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500147,Hypoglutaminemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500150,Hypoglutamatemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500152,Hypocystinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500154,Hypoalaninemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500157,Hypoasparaginemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500162,Decreased circulating carnosine concentration,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500163,Hypoornithinemia,no,no,no,no,no,no,0.00,f
HP:0002918,Hypermagnesemia,HP:0500182,Hypotaurinemia,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0003127,Hypocalciuria,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0003359,Decreased urinary sulfate,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0011935,Decreased urinary urate,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0012364,Decreased urinary potassium,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0012365,Hypophosphaturia,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0012405,Hypocitraturia,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0012601,Hypochloriduria,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0012604,Hyponatriuria,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0012609,Hypomagnesiuria,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0040426,Decreased urinary hypoxanthine level,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0045011,Decreased urine bicarbonate concentration,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0045012,Decreased urinary catecholamine concentration,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0045035,Decreased urinary copper concentration,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0410055,Decreased level of erythritol in urine,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0410060,Decreased level of D-mannose in urine,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0410314,Decreased urinary 1-methylhistidine,no,no,no,no,no,no,0.00,f
HP:0002919,Ketonuria,HP:0410318,Decreased urinary 3-methylhistidine,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003072,Hypercalcemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003074,Hyperglycemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003077,Hyperlipidemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003118,Increased circulating cortisol level,yes,no,no,no,no,no,0.17,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003124,Hypercholesterolemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003128,Lactic acidosis,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003138,Increased blood urea nitrogen,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003141,Increased LDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003154,Increased circulating ACTH level,yes,yes,yes,yes,yes,yes,1.00,t
HP:0002920,Decreased circulating ACTH concentration,HP:0003212,Increased circulating IgE concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003217,Hyperglutaminemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003228,Hypernatremia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003231,Hypertyrosinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003235,Hypermethioninemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003236,Elevated circulating creatine kinase concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003237,Increased circulating IgG concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003260,Hydroxyprolinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003261,Increased circulating IgA concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003286,Cystathioninemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003334,Elevated circulating catecholamine level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003348,Hyperalaninemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003354,Hyperthreoninemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003362,Increased VLDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003455,Elevated circulating long chain fatty acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003496,Increased circulating IgM level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003528,Elevated circulating calcitonin concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003530,Elevated circulating glutaric acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0003538,Increased iduronate sulfatase level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0004368,Increased circulating purine concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0004923,Hyperphenylalaninemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0004925,Chronic lactic acidosis,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0008180,Mildly elevated creatine kinase,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0008247,Euthyroid hyperthyroxinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0008358,Hyperprolinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010569,Elevated circulating 7-dehydrocholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010571,Elevated circulating phytanic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010702,Increased circulating antibody concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010896,Hypersarcosinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010906,Hyperhistidinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010910,Hypervalinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010911,Hyperleucinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010913,Hyperisoleucinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0010980,Hyperlipoproteinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0011423,Hyperchloremia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0011788,Increased circulating free T3,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0011969,Elevated circulating luteinizing hormone level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012024,Hypergalactosemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012026,Hyperornithinemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012117,Hyperalbuminemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012184,Increased HDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012202,Increased serum bile acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012238,Increased circulating chylomicron concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012416,Hypercapnia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012419,Hyperoxemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0012556,Hyperbeta-alaninemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0020149,Elevated circulating succinate,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0025550,Elevated circulating ribitol concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0025641,Elevated circulating glycolate concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0030088,Increased serum testosterone level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0030348,Increased circulating androgen concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0030688,Increased glucagon level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0031414,High serum calcifediol,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0031415,High serum calcitriol,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0031793,Increased serum leptin,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0031945,"Elevated circulating N,N-dimethylglycine concentration",no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032097,Hypermanganesemia,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032164,Increased blood folate concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032205,Increased circulating galectin-3 level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032254,Increased circulating copper concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032273,Increased circulating N-acetylaspartic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032345,Elevated cancer Ag 19-9 level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032362,Increased circulating corticosterone level,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0032491,Increased circulating argininosuccinic acid,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033083,Increased circulating farnesol concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033110,Elevated circulating alpha-aminobutyric acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033139,Elevated circulating uracil concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033146,Elevated circulating methylsuccinic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033148,Increased circulating isovaleric acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033153,Elevated circulating dodecenoylcarnitine concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033155,Elevated circulating L-alloisoleucine concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033157,Elevated circulating 3-methylhistidine concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033175,Elevated circulating 5-oxoproline concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033177,Elevated circulating suberic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033301,Elevated circulating 1-methylhistidine concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033302,Elevated circulating 4-hydroxyphenylacetic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033324,Elevated circulating homovanillic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033325,Elevated circulating sebacic acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033340,Increased circulating guanosine concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033341,Elevated circulating sitosterol concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033356,Elevated circulating o-phosphoserine concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033387,Elevated circulating pyridinoline concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033417,Elevated circulating hydroxybutyric acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033419,Elevated circulating 3-hydroxybutyric acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033504,Elevated circulating fumarate concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0033643,Increased circulating very long-chain fatty acid concentration,no,no,no,no,no,no,0.00,f
HP:0002920,Decreased circulating ACTH concentration,HP:0034276,Elevated circulating thymidine concentration,no,no,no,no,no,no,0.00,f
