id1,id2,logical,text,inherit,term1,term2
HP:0008155,HP:0410060,t,f,f,Mucopolysacchariduria,Decreased level of D-mannose in urine
HP:0008155,HP:0410314,t,f,f,Mucopolysacchariduria,Decreased urinary 1-methylhistidine
HP:0008155,HP:0410318,t,f,f,Mucopolysacchariduria,Decreased urinary 3-methylhistidine
HP:0008163,HP:0008180,t,f,f,Decreased circulating cortisol level,Mildly elevated creatine kinase
HP:0008163,HP:0008247,t,f,f,Decreased circulating cortisol level,Euthyroid hyperthyroxinemia
HP:0008163,HP:0008358,t,f,f,Decreased circulating cortisol level,Hyperprolinemia
HP:0008163,HP:0010569,t,f,f,Decreased circulating cortisol level,Elevated circulating 7-dehydrocholesterol concentration
HP:0008163,HP:0010571,t,f,f,Decreased circulating cortisol level,Elevated circulating phytanic acid concentration
HP:0008163,HP:0010702,t,f,f,Decreased circulating cortisol level,Increased circulating antibody concentration
HP:0008163,HP:0010896,t,f,f,Decreased circulating cortisol level,Hypersarcosinemia
HP:0008163,HP:0010906,t,f,f,Decreased circulating cortisol level,Hyperhistidinemia
HP:0008163,HP:0010910,t,f,f,Decreased circulating cortisol level,Hypervalinemia
HP:0008163,HP:0010911,t,f,f,Decreased circulating cortisol level,Hyperleucinemia
HP:0008163,HP:0010913,t,f,f,Decreased circulating cortisol level,Hyperisoleucinemia
HP:0008163,HP:0010980,t,f,f,Decreased circulating cortisol level,Hyperlipoproteinemia
HP:0008163,HP:0011423,t,f,f,Decreased circulating cortisol level,Hyperchloremia
HP:0008163,HP:0011788,t,f,f,Decreased circulating cortisol level,Increased circulating free T3
HP:0008163,HP:0011969,t,f,f,Decreased circulating cortisol level,Elevated circulating luteinizing hormone level
HP:0008163,HP:0012024,t,f,f,Decreased circulating cortisol level,Hypergalactosemia
HP:0008163,HP:0012026,t,f,f,Decreased circulating cortisol level,Hyperornithinemia
HP:0008163,HP:0012117,t,f,f,Decreased circulating cortisol level,Hyperalbuminemia
HP:0008163,HP:0012184,t,f,f,Decreased circulating cortisol level,Increased HDL cholesterol concentration
HP:0008163,HP:0012202,t,f,f,Decreased circulating cortisol level,Increased serum bile acid concentration
HP:0008163,HP:0012238,t,f,f,Decreased circulating cortisol level,Increased circulating chylomicron concentration
HP:0008163,HP:0012416,t,f,f,Decreased circulating cortisol level,Hypercapnia
HP:0008163,HP:0012419,t,f,f,Decreased circulating cortisol level,Hyperoxemia
HP:0008163,HP:0012556,t,f,f,Decreased circulating cortisol level,Hyperbeta-alaninemia
HP:0008163,HP:0020149,t,f,f,Decreased circulating cortisol level,Elevated circulating succinate
HP:0008163,HP:0025550,t,f,f,Decreased circulating cortisol level,Elevated circulating ribitol concentration
HP:0008163,HP:0025641,t,f,f,Decreased circulating cortisol level,Elevated circulating glycolate concentration
HP:0008163,HP:0030088,t,f,f,Decreased circulating cortisol level,Increased serum testosterone level
HP:0008163,HP:0030348,t,f,f,Decreased circulating cortisol level,Increased circulating androgen concentration
HP:0008163,HP:0030688,t,f,f,Decreased circulating cortisol level,Increased glucagon level
HP:0008163,HP:0031414,t,f,f,Decreased circulating cortisol level,High serum calcifediol
HP:0008163,HP:0031415,t,f,f,Decreased circulating cortisol level,High serum calcitriol
HP:0008163,HP:0031793,t,f,f,Decreased circulating cortisol level,Increased serum leptin
HP:0008163,HP:0031945,t,f,f,Decreased circulating cortisol level,"Elevated circulating N,N-dimethylglycine concentration"
HP:0008163,HP:0032097,t,f,f,Decreased circulating cortisol level,Hypermanganesemia
HP:0008163,HP:0032164,t,f,f,Decreased circulating cortisol level,Increased blood folate concentration
HP:0008163,HP:0032205,t,f,f,Decreased circulating cortisol level,Increased circulating galectin-3 level
HP:0008163,HP:0032254,t,f,f,Decreased circulating cortisol level,Increased circulating copper concentration
HP:0008163,HP:0032273,t,f,f,Decreased circulating cortisol level,Increased circulating N-acetylaspartic acid concentration
HP:0008163,HP:0032345,t,f,f,Decreased circulating cortisol level,Elevated cancer Ag 19-9 level
HP:0008163,HP:0032362,t,f,f,Decreased circulating cortisol level,Increased circulating corticosterone level
HP:0008163,HP:0032491,t,f,f,Decreased circulating cortisol level,Increased circulating argininosuccinic acid
HP:0008163,HP:0033083,t,f,f,Decreased circulating cortisol level,Increased circulating farnesol concentration
HP:0008163,HP:0033110,t,f,f,Decreased circulating cortisol level,Elevated circulating alpha-aminobutyric acid concentration
HP:0008163,HP:0033139,t,f,f,Decreased circulating cortisol level,Elevated circulating uracil concentration
HP:0008163,HP:0033146,t,f,f,Decreased circulating cortisol level,Elevated circulating methylsuccinic acid concentration
HP:0008163,HP:0033148,t,f,f,Decreased circulating cortisol level,Increased circulating isovaleric acid concentration
HP:0008163,HP:0033153,t,f,f,Decreased circulating cortisol level,Elevated circulating dodecenoylcarnitine concentration
HP:0008163,HP:0033155,t,f,f,Decreased circulating cortisol level,Elevated circulating L-alloisoleucine concentration
HP:0008163,HP:0033157,t,f,f,Decreased circulating cortisol level,Elevated circulating 3-methylhistidine concentration
HP:0008163,HP:0033175,t,f,f,Decreased circulating cortisol level,Elevated circulating 5-oxoproline concentration
HP:0008163,HP:0033177,t,f,f,Decreased circulating cortisol level,Elevated circulating suberic acid concentration
HP:0008163,HP:0033301,t,f,f,Decreased circulating cortisol level,Elevated circulating 1-methylhistidine concentration
HP:0008163,HP:0033302,t,f,f,Decreased circulating cortisol level,Elevated circulating 4-hydroxyphenylacetic acid concentration
HP:0008163,HP:0033324,t,f,f,Decreased circulating cortisol level,Elevated circulating homovanillic acid concentration
HP:0008163,HP:0033325,t,f,f,Decreased circulating cortisol level,Elevated circulating sebacic acid concentration
HP:0008163,HP:0033340,t,f,f,Decreased circulating cortisol level,Increased circulating guanosine concentration
HP:0008163,HP:0033341,t,f,f,Decreased circulating cortisol level,Elevated circulating sitosterol concentration
HP:0008163,HP:0033356,t,f,f,Decreased circulating cortisol level,Elevated circulating o-phosphoserine concentration
HP:0008163,HP:0033387,t,f,f,Decreased circulating cortisol level,Elevated circulating pyridinoline concentration
HP:0008163,HP:0033417,t,f,f,Decreased circulating cortisol level,Elevated circulating hydroxybutyric acid concentration
HP:0008163,HP:0033419,t,f,f,Decreased circulating cortisol level,Elevated circulating 3-hydroxybutyric acid concentration
HP:0008163,HP:0033504,t,f,f,Decreased circulating cortisol level,Elevated circulating fumarate concentration
HP:0008163,HP:0033643,t,f,f,Decreased circulating cortisol level,Increased circulating very long-chain fatty acid concentration
HP:0008163,HP:0034276,t,f,f,Decreased circulating cortisol level,Elevated circulating thymidine concentration
HP:0008163,HP:0034277,t,f,f,Decreased circulating cortisol level,Elevated circulating deoxyuridine concentration
HP:0008163,HP:0034290,t,f,f,Decreased circulating cortisol level,Elevated circulating tiglylglycine concentration
HP:0008163,HP:0034291,t,f,f,Decreased circulating cortisol level,Elevated circulating creatine concentration
HP:0008163,HP:0034297,t,f,f,Decreased circulating cortisol level,Elevated circulating tetracosanoic acid concentration
HP:0008163,HP:0034298,t,f,f,Decreased circulating cortisol level,Elevated circulating hexacosanoic acid concentration
HP:0008163,HP:0034321,t,f,f,Decreased circulating cortisol level,Elevated circulating guanidinoacetic acid concentration
HP:0008163,HP:0034333,t,f,f,Decreased circulating cortisol level,Increased circulating hypoxanthine concentration
HP:0008163,HP:0034383,t,f,f,Decreased circulating cortisol level,Elevated circulating biliverdin concentration
HP:0008163,HP:0034456,t,f,f,Decreased circulating cortisol level,Elevated circulating glutathione concentration
HP:0008163,HP:0034593,t,f,f,Decreased circulating cortisol level,Elevated circulating dihydrouracil concentration
HP:0008163,HP:0034594,t,f,f,Decreased circulating cortisol level,Elevated circulating dihydrothymine concentration
HP:0008163,HP:0034606,t,f,f,Decreased circulating cortisol level,Elevated circulating porphyrin concentration
HP:0008163,HP:0034611,t,f,f,Decreased circulating cortisol level,Elevated circulating arabinitol concentration
HP:0008163,HP:0034614,t,f,f,Decreased circulating cortisol level,Elevated circulating erythritol concentration
HP:0008163,HP:0034617,t,f,f,Decreased circulating cortisol level,Elevated circulating S-adenosyl methionine concentration
HP:0008163,HP:0034730,t,f,f,Decreased circulating cortisol level,Elevated circulating S-adenosyl-L-homocysteine concentration
HP:0008163,HP:0034731,t,f,f,Decreased circulating cortisol level,Elevated circulating S-adenosyl-L-methionine concentration
HP:0008163,HP:0034736,t,f,f,Decreased circulating cortisol level,Elevated circulating alpha-oxoadipic acid concentration
HP:0008163,HP:0034741,t,f,f,Decreased circulating cortisol level,Elevated circulating homoarginine concentration
HP:0008163,HP:0034745,t,f,f,Decreased circulating cortisol level,Elevated circulating S-sulfocysteine concentration
HP:0008163,HP:0034936,t,f,f,Decreased circulating cortisol level,Elevated circulating lathosterol concentration
HP:0008163,HP:0035030,t,f,f,Decreased circulating cortisol level,Elevated circulating carnitine concentration
HP:0008163,HP:0040146,t,f,f,Decreased circulating cortisol level,D-2-hydroxyglutaric acidemia
HP:0008163,HP:0040147,t,f,f,Decreased circulating cortisol level,L-2-hydroxyglutaric acidemia
HP:0008163,HP:0040302,t,f,f,Decreased circulating cortisol level,Hyperglycerolemia
HP:0008163,HP:0045045,t,f,f,Decreased circulating cortisol level,Elevated circulating acylcarnitine concentration
HP:0008163,HP:0100827,t,f,f,Decreased circulating cortisol level,Lymphocytosis
HP:0008163,HP:0410065,t,f,f,Decreased circulating cortisol level,Increased level of hippuric acid in blood
HP:0008163,HP:0410069,t,f,f,Decreased circulating cortisol level,Increased level of propylene glycol in blood
HP:0008163,HP:0410171,t,f,f,Decreased circulating cortisol level,Increased cotinine level
HP:0008163,HP:0410175,t,f,f,Decreased circulating cortisol level,Hyperketonemia
HP:0008163,HP:0410178,t,f,f,Decreased circulating cortisol level,Increased glucose-6-phosphate dehydrogenase level in blood
HP:0008163,HP:0410206,t,f,f,Decreased circulating cortisol level,Increased circulating nicotinurate level
HP:0008163,HP:0410246,t,f,f,Decreased circulating cortisol level,Increased circulating IgD concentration
HP:0008163,HP:0410288,t,f,f,Decreased circulating cortisol level,Hyperamylasemia
HP:0008163,HP:0410342,t,f,f,Decreased circulating cortisol level,Increased circulating heparan sulfate level
HP:0008163,HP:0430074,t,f,f,Decreased circulating cortisol level,Increased circulating beta-carotene concentration
HP:0008163,HP:0500134,t,f,f,Decreased circulating cortisol level,Hypertryptophanemia
HP:0008163,HP:0500138,t,f,f,Decreased circulating cortisol level,Hyperserinemia
HP:0008163,HP:0500149,t,f,f,Decreased circulating cortisol level,Hyperglutamatemia
HP:0008163,HP:0500151,t,f,f,Decreased circulating cortisol level,Hypercystinemia
HP:0008163,HP:0500153,t,f,f,Decreased circulating cortisol level,Hyperargininemia
HP:0008163,HP:0500156,t,f,f,Decreased circulating cortisol level,Hyperasparaginemia
HP:0008163,HP:0500159,t,f,f,Decreased circulating cortisol level,Increased circulating aspartic acid concentration
HP:0008163,HP:0500161,t,f,f,Decreased circulating cortisol level,Increased circulating carnosine concentration
HP:0008163,HP:0500167,t,f,f,Decreased circulating cortisol level,Hypergastrinemia
HP:0008163,HP:0500181,t,f,f,Decreased circulating cortisol level,Hypertaurinemia
HP:0008163,HP:0500250,t,f,f,Decreased circulating cortisol level,Increased circulating ethanolamine concentration
HP:0008163,HP:4000095,t,f,f,Decreased circulating cortisol level,Elevated circulating thymine concentration
HP:0008163,HP:4000213,t,f,f,Decreased circulating cortisol level,Elevated circulating hyaluronic acid concentration
HP:0008163,HP:6000234,t,f,f,Decreased circulating cortisol level,Elevated circulating dihydroxyphenylacetic acid concentration
HP:0008163,HP:6000267,t,f,f,Decreased circulating cortisol level,Elevated circulating methionine sulfoxide concentration
HP:0008163,HP:6000268,t,f,f,Decreased circulating cortisol level,Elevated circulating pipecolic acid concentration
HP:0008163,HP:6000271,t,f,f,Decreased circulating cortisol level,Elevated circulating glycylproline concentration
HP:0008163,HP:6000278,t,f,f,Decreased circulating cortisol level,Elevated circulating 2-aminoadipic acid concentration
HP:0008165,HP:0500264,f,t,f,Decreased helper T cell proportion,Increased helper T cell proportion
HP:0008179,HP:0031155,f,t,f,Decreased Arden ratio of electrooculogram,Increased Arden ratio of electrooculogram
HP:0008180,HP:0010837,t,f,f,Mildly elevated creatine kinase,Decreased circulating ceruloplasmin concentration
HP:0008180,HP:0010981,t,f,f,Mildly elevated creatine kinase,Hypolipoproteinemia
HP:0008180,HP:0011967,t,f,f,Mildly elevated creatine kinase,Decreased circulating copper concentration
HP:0008180,HP:0012052,t,f,f,Mildly elevated creatine kinase,Low serum calcitriol
HP:0008180,HP:0012053,t,f,f,Mildly elevated creatine kinase,Decreased circulating calcifediol concentration
HP:0008180,HP:0012101,t,f,f,Mildly elevated creatine kinase,Decreased serum creatinine
HP:0008180,HP:0012153,t,f,f,Mildly elevated creatine kinase,Hypotriglyceridemia
HP:0008180,HP:0012277,t,f,f,Mildly elevated creatine kinase,Hypoglycinemia
HP:0008180,HP:0012279,t,f,f,Mildly elevated creatine kinase,Hyposerinemia
HP:0008180,HP:0012417,t,f,f,Mildly elevated creatine kinase,Hypocapnia
HP:0008180,HP:0012418,t,f,f,Mildly elevated creatine kinase,Hypoxemia
HP:0008180,HP:0020222,t,f,f,Mildly elevated creatine kinase,Hypohomocysteinemia
HP:0008180,HP:0030339,t,f,f,Mildly elevated creatine kinase,Decreased circulating gonadotropin concentration
HP:0008180,HP:0030344,t,f,f,Mildly elevated creatine kinase,Decreased circulating luteinizing hormone level
HP:0008180,HP:0030349,t,f,f,Mildly elevated creatine kinase,Decreased circulating androgen concentration
HP:0008180,HP:0030689,t,f,f,Mildly elevated creatine kinase,Decreased glucagon level
HP:0008180,HP:0030985,t,f,f,Mildly elevated creatine kinase,Decreased serum bile acid concentration
HP:0008180,HP:0031242,t,f,f,Mildly elevated creatine kinase,Decreased circulating chylomicron concentration
HP:0008180,HP:0031243,t,f,f,Mildly elevated creatine kinase,Decreased VLDL cholesterol concentration
HP:0008180,HP:0031794,t,f,f,Mildly elevated creatine kinase,Decreased circulating glycerol level
HP:0008180,HP:0031891,t,f,f,Mildly elevated creatine kinase,Decreased eosinophil count
HP:0008180,HP:0031969,t,f,f,Mildly elevated creatine kinase,Reduced blood urea nitrogen
HP:0008180,HP:0032098,t,f,f,Mildly elevated creatine kinase,Hypomanganesemia
HP:0008180,HP:0032210,t,f,f,Mildly elevated creatine kinase,Decreased circulating free T3
HP:0008180,HP:0032363,t,f,f,Mildly elevated creatine kinase,Decreased circulating corticosterone level
HP:0008180,HP:0033445,t,f,f,Mildly elevated creatine kinase,Reduced circulating acylcarnitine concentration
HP:0008180,HP:0033480,t,f,f,Mildly elevated creatine kinase,Hypobilirubinemia
HP:0008180,HP:0034203,t,f,f,Mildly elevated creatine kinase,Decreased iduronate sulfatase level
HP:0008180,HP:0034292,t,f,f,Mildly elevated creatine kinase,Reduced circulating creatine concentration
HP:0008180,HP:0034441,t,f,f,Mildly elevated creatine kinase,Decreased circulating aspartic acid concentration
HP:0008180,HP:0034869,t,f,f,Mildly elevated creatine kinase,Reduced erythrocyte free porphyrin concentration
HP:0008180,HP:0034870,t,f,f,Mildly elevated creatine kinase,Reduced circulating urocanic acid concentration
HP:0008180,HP:0034935,t,f,f,Mildly elevated creatine kinase,Decreased circulating 7-dehydrocholesterol concentration
HP:0008180,HP:0034938,t,f,f,Mildly elevated creatine kinase,Decreased circulating sialic acid concentration
HP:0008180,HP:0040171,t,f,f,Mildly elevated creatine kinase,Decreased serum testosterone concentration
HP:0008180,HP:0040216,t,f,f,Mildly elevated creatine kinase,Hypoinsulinemia
HP:0008180,HP:0045014,t,f,f,Mildly elevated creatine kinase,Hypolipidemia
HP:0008180,HP:0100493,t,f,f,Mildly elevated creatine kinase,Hypoammonemia
HP:0008180,HP:0100507,t,f,f,Mildly elevated creatine kinase,Reduced blood folate concentration
HP:0008180,HP:0410179,t,f,f,Mildly elevated creatine kinase,Decreased glucose-6-phosphate dehydrogenase level in blood
HP:0008180,HP:0410245,t,f,f,Mildly elevated creatine kinase,Decreased circulating IgD concentration
HP:0008180,HP:0410289,t,f,f,Mildly elevated creatine kinase,Hypoamylasemia
HP:0008180,HP:0410343,t,f,f,Mildly elevated creatine kinase,Decreased circulating heparan sulfate level
HP:0008180,HP:0430073,t,f,f,Mildly elevated creatine kinase,Decreased circulating beta-carotene concentration
HP:0008180,HP:0500132,t,f,f,Mildly elevated creatine kinase,Hypovalinemia
HP:0008180,HP:0500133,t,f,f,Mildly elevated creatine kinase,Hypotyrosinemia
HP:0008180,HP:0500135,t,f,f,Mildly elevated creatine kinase,Hypotryptophanemia
HP:0008180,HP:0500136,t,f,f,Mildly elevated creatine kinase,Hypothreoninemia
HP:0008180,HP:0500139,t,f,f,Mildly elevated creatine kinase,Hypoprolinemia
HP:0008180,HP:0500140,t,f,f,Mildly elevated creatine kinase,Decreased circulating hydroxyproline concentration
HP:0008180,HP:0500141,t,f,f,Mildly elevated creatine kinase,Hypophenylalaninemia
HP:0008180,HP:0500142,t,f,f,Mildly elevated creatine kinase,Hypolysinemia
HP:0008180,HP:0500143,t,f,f,Mildly elevated creatine kinase,Hypoleucinemia
HP:0008180,HP:0500144,t,f,f,Mildly elevated creatine kinase,Hypoisoleucinemia
HP:0008180,HP:0500145,t,f,f,Mildly elevated creatine kinase,Hypohistidinemia
HP:0008180,HP:0500147,t,f,f,Mildly elevated creatine kinase,Hypoglutaminemia
HP:0008180,HP:0500150,t,f,f,Mildly elevated creatine kinase,Hypoglutamatemia
HP:0008180,HP:0500152,t,f,f,Mildly elevated creatine kinase,Hypocystinemia
HP:0008180,HP:0500154,t,f,f,Mildly elevated creatine kinase,Hypoalaninemia
HP:0008180,HP:0500157,t,f,f,Mildly elevated creatine kinase,Hypoasparaginemia
HP:0008180,HP:0500162,t,f,f,Mildly elevated creatine kinase,Decreased circulating carnosine concentration
HP:0008180,HP:0500163,t,f,f,Mildly elevated creatine kinase,Hypoornithinemia
HP:0008180,HP:0500182,t,f,f,Mildly elevated creatine kinase,Hypotaurinemia
HP:0008182,HP:6000152,f,t,f,Adrenocortical hypoplasia,Adrenocortical hyperplasia
HP:0008214,HP:0011424,t,f,f,Decreased serum estradiol,Increased serum zinc
HP:0008214,HP:0025134,t,t,f,Decreased serum estradiol,Increased serum estradiol
HP:0008214,HP:0031216,t,f,f,Decreased serum estradiol,Increased circulating progesterone
HP:0008214,HP:0410052,t,f,f,Decreased serum estradiol,Increased level of allantoin in serum
HP:0008214,HP:0410053,t,f,f,Decreased serum estradiol,Elevated circulating gamma-aminobutyric acid concentration
HP:0008214,HP:0410154,t,f,f,Decreased serum estradiol,Increased level of myristic acid in serum
HP:0008232,HP:0030341,f,t,f,Elevated circulating follicle stimulating hormone level,Decreased circulating follicle stimulating hormone concentration
HP:0008233,HP:0011424,t,f,f,Decreased circulating progesterone,Increased serum zinc
HP:0008233,HP:0025134,t,f,f,Decreased circulating progesterone,Increased serum estradiol
HP:0008233,HP:0031216,t,t,f,Decreased circulating progesterone,Increased circulating progesterone
HP:0008233,HP:0410052,t,f,f,Decreased circulating progesterone,Increased level of allantoin in serum
HP:0008233,HP:0410053,t,f,f,Decreased circulating progesterone,Elevated circulating gamma-aminobutyric acid concentration
HP:0008233,HP:0410154,t,f,f,Decreased circulating progesterone,Increased level of myristic acid in serum
HP:0008244,HP:0008258,f,t,f,Congenital adrenal hypoplasia,Congenital adrenal hyperplasia
HP:0008247,HP:0010837,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating ceruloplasmin concentration
HP:0008247,HP:0010981,t,f,f,Euthyroid hyperthyroxinemia,Hypolipoproteinemia
HP:0008247,HP:0011967,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating copper concentration
HP:0008247,HP:0012052,t,f,f,Euthyroid hyperthyroxinemia,Low serum calcitriol
HP:0008247,HP:0012053,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating calcifediol concentration
HP:0008247,HP:0012101,t,f,f,Euthyroid hyperthyroxinemia,Decreased serum creatinine
HP:0008247,HP:0012153,t,f,f,Euthyroid hyperthyroxinemia,Hypotriglyceridemia
HP:0008247,HP:0012277,t,f,f,Euthyroid hyperthyroxinemia,Hypoglycinemia
HP:0008247,HP:0012279,t,f,f,Euthyroid hyperthyroxinemia,Hyposerinemia
HP:0008247,HP:0012417,t,f,f,Euthyroid hyperthyroxinemia,Hypocapnia
HP:0008247,HP:0012418,t,f,f,Euthyroid hyperthyroxinemia,Hypoxemia
HP:0008247,HP:0020222,t,f,f,Euthyroid hyperthyroxinemia,Hypohomocysteinemia
HP:0008247,HP:0030339,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating gonadotropin concentration
HP:0008247,HP:0030344,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating luteinizing hormone level
HP:0008247,HP:0030349,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating androgen concentration
HP:0008247,HP:0030689,t,f,f,Euthyroid hyperthyroxinemia,Decreased glucagon level
HP:0008247,HP:0030985,t,f,f,Euthyroid hyperthyroxinemia,Decreased serum bile acid concentration
HP:0008247,HP:0031242,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating chylomicron concentration
HP:0008247,HP:0031243,t,f,f,Euthyroid hyperthyroxinemia,Decreased VLDL cholesterol concentration
HP:0008247,HP:0031794,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating glycerol level
HP:0008247,HP:0031891,t,f,f,Euthyroid hyperthyroxinemia,Decreased eosinophil count
HP:0008247,HP:0031969,t,f,f,Euthyroid hyperthyroxinemia,Reduced blood urea nitrogen
HP:0008247,HP:0032098,t,f,f,Euthyroid hyperthyroxinemia,Hypomanganesemia
HP:0008247,HP:0032210,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating free T3
HP:0008247,HP:0032363,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating corticosterone level
HP:0008247,HP:0033445,t,f,f,Euthyroid hyperthyroxinemia,Reduced circulating acylcarnitine concentration
HP:0008247,HP:0033480,t,f,f,Euthyroid hyperthyroxinemia,Hypobilirubinemia
HP:0008247,HP:0034203,t,f,f,Euthyroid hyperthyroxinemia,Decreased iduronate sulfatase level
HP:0008247,HP:0034292,t,f,f,Euthyroid hyperthyroxinemia,Reduced circulating creatine concentration
HP:0008247,HP:0034441,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating aspartic acid concentration
HP:0008247,HP:0034869,t,f,f,Euthyroid hyperthyroxinemia,Reduced erythrocyte free porphyrin concentration
HP:0008247,HP:0034870,t,f,f,Euthyroid hyperthyroxinemia,Reduced circulating urocanic acid concentration
HP:0008247,HP:0034935,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating 7-dehydrocholesterol concentration
HP:0008247,HP:0034938,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating sialic acid concentration
HP:0008247,HP:0040171,t,f,f,Euthyroid hyperthyroxinemia,Decreased serum testosterone concentration
HP:0008247,HP:0040216,t,f,f,Euthyroid hyperthyroxinemia,Hypoinsulinemia
HP:0008247,HP:0045014,t,f,f,Euthyroid hyperthyroxinemia,Hypolipidemia
HP:0008247,HP:0100493,t,f,f,Euthyroid hyperthyroxinemia,Hypoammonemia
HP:0008247,HP:0100507,t,f,f,Euthyroid hyperthyroxinemia,Reduced blood folate concentration
HP:0008247,HP:0410179,t,f,f,Euthyroid hyperthyroxinemia,Decreased glucose-6-phosphate dehydrogenase level in blood
HP:0008247,HP:0410245,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating IgD concentration
HP:0008247,HP:0410289,t,f,f,Euthyroid hyperthyroxinemia,Hypoamylasemia
HP:0008247,HP:0410343,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating heparan sulfate level
HP:0008247,HP:0430073,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating beta-carotene concentration
HP:0008247,HP:0500132,t,f,f,Euthyroid hyperthyroxinemia,Hypovalinemia
HP:0008247,HP:0500133,t,f,f,Euthyroid hyperthyroxinemia,Hypotyrosinemia
HP:0008247,HP:0500135,t,f,f,Euthyroid hyperthyroxinemia,Hypotryptophanemia
HP:0008247,HP:0500136,t,f,f,Euthyroid hyperthyroxinemia,Hypothreoninemia
HP:0008247,HP:0500139,t,f,f,Euthyroid hyperthyroxinemia,Hypoprolinemia
HP:0008247,HP:0500140,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating hydroxyproline concentration
HP:0008247,HP:0500141,t,f,f,Euthyroid hyperthyroxinemia,Hypophenylalaninemia
HP:0008247,HP:0500142,t,f,f,Euthyroid hyperthyroxinemia,Hypolysinemia
HP:0008247,HP:0500143,t,f,f,Euthyroid hyperthyroxinemia,Hypoleucinemia
HP:0008247,HP:0500144,t,f,f,Euthyroid hyperthyroxinemia,Hypoisoleucinemia
HP:0008247,HP:0500145,t,f,f,Euthyroid hyperthyroxinemia,Hypohistidinemia
HP:0008247,HP:0500147,t,f,f,Euthyroid hyperthyroxinemia,Hypoglutaminemia
HP:0008247,HP:0500150,t,f,f,Euthyroid hyperthyroxinemia,Hypoglutamatemia
HP:0008247,HP:0500152,t,f,f,Euthyroid hyperthyroxinemia,Hypocystinemia
HP:0008247,HP:0500154,t,f,f,Euthyroid hyperthyroxinemia,Hypoalaninemia
HP:0008247,HP:0500157,t,f,f,Euthyroid hyperthyroxinemia,Hypoasparaginemia
HP:0008247,HP:0500162,t,f,f,Euthyroid hyperthyroxinemia,Decreased circulating carnosine concentration
HP:0008247,HP:0500163,t,f,f,Euthyroid hyperthyroxinemia,Hypoornithinemia
HP:0008247,HP:0500182,t,f,f,Euthyroid hyperthyroxinemia,Hypotaurinemia
HP:0008301,HP:0011935,t,f,f,Dermatan sulfate excretion in urine,Decreased urinary urate
HP:0008301,HP:0012364,t,f,f,Dermatan sulfate excretion in urine,Decreased urinary potassium
HP:0008301,HP:0012365,t,f,f,Dermatan sulfate excretion in urine,Hypophosphaturia
HP:0008301,HP:0012403,t,f,f,Dermatan sulfate excretion in urine,Decreased urine alpha-ketoglutarate concentration
HP:0008301,HP:0012405,t,f,f,Dermatan sulfate excretion in urine,Hypocitraturia
HP:0008301,HP:0012601,t,f,f,Dermatan sulfate excretion in urine,Hypochloriduria
HP:0008301,HP:0012604,t,f,f,Dermatan sulfate excretion in urine,Hyponatriuria
HP:0008301,HP:0012609,t,f,f,Dermatan sulfate excretion in urine,Hypomagnesiuria
HP:0008301,HP:0040426,t,f,f,Dermatan sulfate excretion in urine,Decreased urinary hypoxanthine level
HP:0008301,HP:0045011,t,f,f,Dermatan sulfate excretion in urine,Decreased urine bicarbonate concentration
HP:0008301,HP:0045012,t,f,f,Dermatan sulfate excretion in urine,Decreased urinary catecholamine concentration
HP:0008301,HP:0045035,t,f,f,Dermatan sulfate excretion in urine,Decreased urinary copper concentration
HP:0008301,HP:0410055,t,f,f,Dermatan sulfate excretion in urine,Decreased level of erythritol in urine
HP:0008301,HP:0410060,t,f,f,Dermatan sulfate excretion in urine,Decreased level of D-mannose in urine
HP:0008301,HP:0410314,t,f,f,Dermatan sulfate excretion in urine,Decreased urinary 1-methylhistidine
HP:0008301,HP:0410318,t,f,f,Dermatan sulfate excretion in urine,Decreased urinary 3-methylhistidine
HP:0008339,HP:0011935,t,f,f,Diaminoaciduria,Decreased urinary urate
HP:0008339,HP:0012364,t,f,f,Diaminoaciduria,Decreased urinary potassium
HP:0008339,HP:0012365,t,f,f,Diaminoaciduria,Hypophosphaturia
HP:0008339,HP:0012403,t,f,f,Diaminoaciduria,Decreased urine alpha-ketoglutarate concentration
HP:0008339,HP:0012405,t,f,f,Diaminoaciduria,Hypocitraturia
HP:0008339,HP:0012601,t,f,f,Diaminoaciduria,Hypochloriduria
HP:0008339,HP:0012604,t,f,f,Diaminoaciduria,Hyponatriuria
HP:0008339,HP:0012609,t,f,f,Diaminoaciduria,Hypomagnesiuria
