id1,id2,logical,text,term1,term2
HP:0000215,HP:0000219,f,t,Thick upper lip vermilion,Thin upper lip vermilion
HP:0001769,HP:0001786,f,t,Broad foot,Narrow foot
HP:0004743,HP:0004729,f,t,Chronic tubulointerstitial nephritis,Acute tubulointerstitial nephritis
HP:0100114,HP:0100119,t,t,Enlarged epiphysis of the middle phalanx of the 2nd toe,Small epiphysis of the middle phalanx of the 2nd toe
HP:0100205,HP:0100210,t,t,Enlarged epiphysis of the distal phalanx of the 5th toe,Small epiphysis of the distal phalanx of the 5th toe
HP:0005458,HP:0001476,f,t,Premature closure of fontanelles,Delayed closure of the anterior fontanelle
HP:0000239,HP:0005486,t,t,Large fontanelles,Small fontanelle
HP:0001382,HP:0001376,t,t,Joint hypermobility,Limitation of joint mobility
HP:0001276,HP:0001252,t,f,Hypertonia,Hypotonia
HP:0100879,HP:0000134,t,f,Enlarged ovaries,Female hypogonadism
HP:0000637,HP:0012745,t,t,Long palpebral fissure,Short palpebral fissure
HP:0004237,HP:0001498,f,t,Large carpal bones,Carpal bone hypoplasia
HP:0000815,HP:0000044,f,t,Hypergonadotropic hypogonadism,Hypogonadotropic hypogonadism
HP:0200123,HP:0200119,f,t,Chronic hepatitis,Acute hepatitis
HP:0012810,HP:0012809,f,t,Wide nasal base,Narrow nasal base
HP:0001520,HP:0001518,f,t,Large for gestational age,Small for gestational age
HP:0011174,HP:0011173,f,t,Focal hyperkinetic seizure,Focal behavior arrest seizure
HP:0006040,HP:0010038,t,f,Long second metacarpal,Short 2nd metacarpal
HP:0012755,HP:0002365,f,t,Enlarged brainstem,Hypoplasia of the brainstem
HP:0012251,HP:0012250,f,t,ST segment elevation,ST segment depression
HP:0005550,HP:0006721,f,t,Chronic lymphatic leukemia,Acute lymphoblastic leukemia
HP:0000283,HP:0000275,t,t,Broad face,Narrow face
HP:0010511,HP:0001831,t,t,Long toe,Short toe
HP:0007183,HP:0012752,f,t,Focal T2 hyperintense basal ganglia lesion,Focal T2 hypointense basal ganglia lesion
HP:0001833,HP:0001773,f,t,Long foot,Short foot
HP:0030305,HP:0002946,t,f,Decreased number of vertebrae,Supernumerary vertebrae
HP:0004368,HP:0004369,t,t,Increased circulating purine concentration,Decreased circulating purine concentration
HP:0025075,HP:0025077,f,t,Increased QRS voltage,Decreased QRS voltage
HP:0003676,HP:0003680,f,t,Progressive,Nonprogressive
HP:0012371,HP:0011800,f,t,Hyperplasia of midface,Midface retrusion
HP:0100216,HP:0100221,t,t,Enlarged epiphysis of the middle phalanx of the 5th toe,Small epiphysis of the middle phalanx of the 5th toe
HP:0011105,HP:0011106,f,t,Hypervolemia,Hypovolemia
HP:0011238,HP:0011239,f,t,Prominent inferior crus of antihelix,Underdeveloped inferior crus of antihelix
HP:0002721,HP:0100326,t,f,Immunodeficiency,Immunologic hypersensitivity
HP:0000171,HP:0000158,t,t,Microglossia,Macroglossia
HP:0009324,HP:0009329,t,t,Enlarged epiphysis of the middle phalanx of the 3rd finger,Small epiphysis of the middle phalanx of the 3rd finger
HP:0100729,HP:0000274,t,t,Large face,Small face
HP:0003565,HP:0025022,f,t,Elevated erythrocyte sedimentation rate,Decreased erythrocyte sedimentation rate
HP:0100172,HP:0100177,t,t,Enlarged epiphysis of the distal phalanx of the 4th toe,Small epiphysis of the distal phalanx of the 4th toe
HP:0100160,HP:0100165,t,t,Enlarged epiphysis of the proximal phalanx of the 3rd toe,Small epiphysis of the proximal phalanx of the 3rd toe
HP:0000431,HP:0000446,f,t,Wide nasal bridge,Narrow nasal bridge
HP:0030269,HP:0030353,f,t,Increased circulating insulin-like growth factor 1 concentration,Decreased serum insulin-like growth factor 1
HP:0010516,HP:0000778,t,t,Thymus hyperplasia,Hypoplasia of the thymus
HP:0011271,HP:0011272,f,t,Prominent tragus,Underdeveloped tragus
HP:0000053,HP:0008734,f,t,Macroorchidism,Decreased testicular size
HP:0030377,HP:0030378,f,t,Increased proportion of immature B cells,Decreased proportion of immature B cells
HP:0002905,HP:0002148,t,t,Hyperphosphatemia,Hypophosphatemia
HP:0100069,HP:0100074,t,t,Enlarged epiphyses of the 4th toe,Small epiphyses of the 4th toe
HP:0000336,HP:0009891,f,t,Prominent supraorbital ridges,Underdeveloped supraorbital ridges
HP:0012402,HP:0012403,t,t,Increased urine alpha-ketoglutarate concentration,Decreased urine alpha-ketoglutarate concentration
HP:0040253,HP:0040254,t,t,Increased size of the clitoris,Decreased size of the clitoris
HP:0000890,HP:0000894,t,t,Long clavicles,Short clavicles
HP:0000103,HP:0011037,t,t,Polyuria,Decreased urine output
HP:0005145,HP:0030882,f,t,Coronary artery stenosis,Coronary artery aneurysm
HP:0003371,HP:0003090,f,t,Enlargement of the proximal femoral epiphysis,Hypoplasia of the capital femoral epiphysis
HP:0030088,HP:0040171,t,t,Increased serum testosterone level,Decreased serum testosterone concentration
HP:0005479,HP:0003212,t,f,Decreased circulating IgE concentration,Increased circulating IgE concentration
HP:0005520,HP:0011880,f,t,Chronic disseminated intravascular coagulation,Acute disseminated intravascular coagulation
HP:0000185,HP:0410005,f,t,Cleft soft palate,Cleft hard palate
HP:0009678,HP:0009683,t,t,Enlarged epiphysis of the distal phalanx of the thumb,Small epiphysis of the distal phalanx of the thumb
HP:0003228,HP:0002902,t,t,Hypernatremia,Hyponatremia
HP:0001176,HP:0200055,t,t,Large hands,Small hand
HP:0001805,HP:0001816,t,t,Onychogryposis,Thin nail
HP:0002487,HP:0002375,f,t,Hyperkinetic movements,Hypokinesia
HP:0007074,HP:0002079,f,t,Thick corpus callosum,Hypoplasia of the corpus callosum
HP:0005518,HP:0025066,f,t,Increased mean corpuscular volume,Decreased mean corpuscular volume
HP:0010687,HP:0010681,t,f,Low intestinal alkaline phosphatase,Elevated intestinal alkaline phosphatase
HP:0009206,HP:0009211,t,t,Enlarged epiphysis of the middle phalanx of the 5th finger,Small epiphysis of the middle phalanx of the 5th finger
HP:0011433,HP:0011434,f,t,High maternal circulating chorionic gonadotropin concentration,Low maternal circulating chorionic gonadotropin concentration
HP:0001837,HP:0011308,f,t,Broad toe,Slender toe
HP:0012811,HP:0000418,f,t,Wide nasal ridge,Narrow nasal ridge
HP:0100183,HP:0100188,t,t,Enlarged epiphysis of the middle phalanx of the 4th toe,Small epiphysis of the middle phalanx of the 4th toe
HP:0030255,HP:0030256,f,t,Large intestinal polyposis,Small intestinal polyposis
HP:0040209,HP:0040208,t,f,Decreased CSF biopterin level,Elevated CSF biopterin level
HP:0011285,HP:0011284,f,t,Long-segment aganglionic megacolon,Short-segment aganglionic megacolon
HP:0030360,HP:0030357,f,t,Large cell lung carcinoma,Small cell lung carcinoma
HP:0006280,HP:0001735,f,t,Chronic pancreatitis,Acute pancreatitis
HP:0012298,HP:0005819,t,t,Long middle phalanx of finger,Short middle phalanx of finger
HP:0010545,HP:0011477,f,t,Downbeat nystagmus,Upbeat nystagmus
HP:0012882,HP:0000059,f,t,Hyperplastic labia majora,Hypoplastic labia majora
HP:0000040,HP:0000054,f,t,Long penis,Micropenis
HP:0030891,HP:0012794,f,t,Periventricular white matter hyperintensities,Periventricular white matter hypodensities
HP:0002918,HP:0002917,t,t,Hypermagnesemia,Hypomagnesemia
HP:0012656,HP:0012655,t,f,Reduced CSF dopamine concentration,Elevated CSF dopamine concentration
HP:0000574,HP:0045074,t,t,Thick eyebrow,Thin eyebrow
HP:0001974,HP:0001882,t,t,Leukocytosis,Leukopenia
HP:0003898,HP:0003900,t,t,Large humeral epiphyses,Small humeral epiphyses
HP:0000426,HP:0005280,f,t,Prominent nasal bridge,Depressed nasal bridge
HP:0000347,HP:0000303,f,t,Micrognathia,Mandibular prognathia
HP:0012361,HP:0012360,f,t,Increased fucosylation of O-linked protein glycosylation,Decreased fucosylation of O-linked protein glycosylation
HP:0400004,HP:0400005,t,t,Long ear,Short ear
HP:0100103,HP:0100108,t,t,Enlarged epiphysis of the distal phalanx of the 2nd toe,Small epiphysis of the distal phalanx of the 2nd toe
HP:0009667,HP:0009672,t,t,Enlarged epiphysis of the proximal phalanx of the thumb,Small epiphysis of the proximal phalanx of the thumb
HP:0011417,HP:0001196,t,t,Long umbilical cord,Short umbilical cord
HP:0011423,HP:0003113,t,t,Hyperchloremia,Hypochloremia
HP:0000287,HP:0000292,f,t,Increased facial adipose tissue,Loss of facial adipose tissue
HP:0003081,HP:0012364,t,t,Increased urinary potassium,Decreased urinary potassium
HP:0010688,HP:0010682,t,f,Low placental alkaline phosphatase,Elevated placental alkaline phosphatase
HP:0012299,HP:0009882,t,t,Long distal phalanx of finger,Short distal phalanx of finger
HP:0000637,HP:0000581,f,t,Long palpebral fissure,Blepharophimosis
HP:0009748,HP:0000385,f,t,Large earlobe,Small earlobe
HP:0010810,HP:0010812,t,t,Long uvula,Short uvula
