hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm
HP:0011899,Hyperfibrinogenemia,HP:0011900,Hypofibrinogenemia,yes
HP:0011935,Decreased urinary urate,HP:0003149,Hyperuricosuria,no
HP:0011967,Decreased circulating copper concentration,HP:0032254,Increased circulating copper concentration,yes
HP:0011972,Hypoglycorrhachia,HP:0031885,Hyperglycorrhachia,yes
HP:0011998,Postprandial hyperglycemia,HP:0012051,Reactive hypoglycemia,no
HP:0012026,Hyperornithinemia,HP:0500163,Hypoornithinemia,yes
HP:0012052,Low serum calcitriol,HP:0031415,High serum calcitriol,yes
HP:0012053,Decreased circulating calcifediol concentration,HP:0031414,High serum calcifediol,no
HP:0012081,Enlarged cerebellum,HP:0001321,Cerebellar hypoplasia,yes
HP:0012107,Increased fibular diameter,HP:0031107,Decreased fibular diameter,yes
HP:0012132,Erythroid hyperplasia,HP:0012133,Erythroid hypoplasia,yes
HP:0012138,Granulocytic hyperplasia,HP:0012139,Granulocytic hypoplasia,yes
HP:0012213,Decreased glomerular filtration rate,HP:0012214,Increased glomerular filtration rate,yes
HP:0012238,Increased circulating chylomicron concentration,HP:0031242,Decreased circulating chylomicron concentration,yes
HP:0012250,ST segment depression,HP:0012251,ST segment elevation,yes
HP:0012270,Decreased muscle glycogen content,HP:0009051,Increased muscle glycogen content,yes
HP:0012279,Hyposerinemia,HP:0500138,Hyperserinemia,yes
HP:0012311,Monocytosis,HP:0012312,Monocytopenia,yes
HP:0012340,Decreased resting energy expenditure,HP:0012339,Increased resting energy expenditure,yes
HP:0012341,Microprolactinoma,HP:0012342,Macroprolactinoma,no
HP:0012350,Decreased sialylation of N-linked protein glycosylation,HP:0012351,Increased sialylation of N-linked protein glycosylation,yes
HP:0012353,Decreased fucosylation of N-linked protein glycosylation,HP:0012354,Increased fucosylation of N-linked protein glycosylation,yes
HP:0012356,Decreased mannosylation of N-linked protein glycosylation,HP:0012357,Increased mannosylation of N-linked protein glycosylation,yes
HP:0012360,Decreased fucosylation of O-linked protein glycosylation,HP:0012361,Increased fucosylation of O-linked protein glycosylation,yes
HP:0012364,Decreased urinary potassium,HP:0003081,Increased urinary potassium,yes
HP:0012392,Jaw hyporeflexia,HP:0033683,Jaw hyperreflexia,yes
HP:0012403,Decreased urine alpha-ketoglutarate concentration,HP:0012402,Increased urine alpha-ketoglutarate concentration,yes
HP:0012405,Hypocitraturia,HP:0012406,Hypercitraturia,yes
HP:0012416,Hypercapnia,HP:0012417,Hypocapnia,yes
HP:0012450,Chronic constipation,HP:0012451,Acute constipation,no
HP:0012466,Chronic respiratory acidosis,HP:0012467,Acute respiratory acidosis,no
HP:0012505,Enlarged pituitary gland,HP:0012506,Small pituitary gland,yes
HP:0012560,Decreased T3/T4 ratio,HP:0012559,Increased T3/T4 ratio,yes
HP:0012604,Hyponatriuria,HP:0012605,Hypernatriuria,yes
HP:0012608,Hypermagnesiuria,HP:0012609,Hypomagnesiuria,yes
HP:0012648,Decreased inflammatory response,HP:0012649,Increased inflammatory response,yes
HP:0012685,Decreased pineal volume,HP:0012686,Increased pineal volume,yes
HP:0012691,Focal T2 hypointense thalamic lesion,HP:0012692,Focal T2 hyperintense thalamic lesion,no
HP:0012748,Focal T2 hyperintense brainstem lesion,HP:0012749,Focal T2 hypointense brainstem lesion,yes
HP:0012755,Enlarged brainstem,HP:0002365,Hypoplasia of the brainstem,yes
HP:0012770,Reduced arm span,HP:0012771,Increased arm span,yes
HP:0012773,Reduced upper to lower segment ratio,HP:0012774,Increased upper to lower segment ratio,yes
HP:0012801,Narrow jaw,HP:0012802,Broad jaw,yes
HP:0012809,Narrow nasal base,HP:0012810,Wide nasal base,yes
HP:0012858,Decreased scrotal rugation,HP:0012857,Increased scrotal rugation,yes
HP:0020060,Decreased red blood cell count,HP:0020059,Increased red blood cell count,yes
HP:0020062,Decreased hemoglobin concentration,HP:0001900,Increased circulating hemoglobin concentration,no
HP:0020112,Increased proportion of CD4+CD25+ regulatory T cells,HP:0020113,Decreased proportion of CD4+CD25+ regulatory T cells,yes
HP:0020141,Blood pressure substantially higher in legs than arms,HP:0020142,Blood pressure substantially higher in arms than legs,yes
HP:0020170,Increased blood drug concentration,HP:0020171,Decreased blood drug concentration,yes
HP:0020184,Decreased circulating A-type natriuretic peptide concentration,HP:0020183,Increased circulating A-type natriuretic peptide concentration,yes
HP:0020199,Decreased circulating 18-hydroxycortisone level,HP:0020200,Increased circulating 18-hydroxycortisone level,yes
HP:0020285,Decreased lymph node lymphocyte cytoplasm,HP:0020286,Increased lymph node lymphocyte cytoplasm,yes
HP:0020292,Decreased lymph-node cellular CD20 expression,HP:0020291,Increased lymph-node cellular CD20 expression,yes
HP:0020293,Decreased lymph-node cellular CD19 expression,HP:0020294,Increased lymph-node cellular CD19 expression,yes
HP:0025066,Decreased mean corpuscular volume,HP:0005518,Increased mean corpuscular volume,yes
HP:0025077,Decreased QRS voltage,HP:0025075,Increased QRS voltage,yes
HP:0025090,Abnormal large intestinal mucosa morphology,HP:0025129,Abnormal small intestinal mucosa morphology,no
HP:0025137,Decreased serum estriol,HP:0025136,Increased serum estriol,yes
HP:0025140,Decreased serum estrone,HP:0025139,Increased serum estrone,yes
HP:0025158,Hyperautofluorescent retinal lesion,HP:0025159,Hypoautofluorescent retinal lesion,yes
HP:0025250,Closed comedo,HP:0025251,Open comedo,yes
HP:0025330,Downgaze palsy,HP:0025331,Upgaze palsy,yes
HP:0025346,Increased circulating beta-2-microglobulin level,HP:0025347,Decreased circulating beta-2-microglobulin level,yes
HP:0025434,Reduced circulating CH50 activity,HP:0031905,Increased total hemolytic complement activity,yes
HP:0025435,Increased circulating lactate dehydrogenase concentration,HP:0045041,Reduced circulating lactate dehydrogenase concentration,yes
HP:0025437,Macrozoospermia,HP:0032561,Microcephalic sperm head,no
HP:0025458,Decreased CSF albumin concentration,HP:0500239,Increased CSF albumin concentration,yes
HP:0025547,Decreased mean corpuscular hemoglobin concentration,HP:0025548,Increased mean corpuscular hemoglobin concentration,yes
HP:0025584,Hypotropia,HP:0025586,Hypertropia,yes
HP:0025585,Hyperphoria,HP:0031725,Hypophoria,yes
HP:0025587,Hyperdeviation,HP:0025588,Hypodeviation,yes
HP:0025622,obsolete Decreased proportion of CD4+ central memory cells,HP:0025621,obsolete Increased proportion of CD4+ central memory cells,yes
HP:0025624,Reduced proportion of CD4+ effector memory T cells,HP:0410394,"Increased proportion of effector memory CD4-positive, alpha-beta T cells",no
HP:0025624,Reduced proportion of CD4+ effector memory T cells,HP:0025625,Elevated proportion of CD4+ effector memory T cells,yes
HP:0025648,Steroid-sensitive nephrotic syndrome with infrequent relapses,HP:0025649,Steroid-sensitive nephrotic syndrome with frequent relapses,yes
HP:0025684,Decreased amyloid beta 42 peptide CSF concentration,HP:0025685,Increased amyloid beta 42 peptide CSF concentration,yes
HP:0025693,Pituitary macroadenoma,HP:0025694,Pituitary microadenoma,no
HP:0025708,Early young adult onset,HP:0025710,Late young adult onset,yes
HP:0025759,Mobile lump,HP:0025760,Immobile lump,yes
HP:0025767,Abnormal positive emotional state,HP:0031467,Abnormal negative emotional state,yes
HP:0030018,Decreased female libido,HP:0030019,Increased female libido,yes
HP:0030050,Narcolepsy,HP:0100785,Insomnia,yes
HP:0030088,Increased serum testosterone level,HP:0040171,Decreased serum testosterone concentration,yes
HP:0030143,Hyperactive bowel sounds,HP:0030144,Hypoactive bowel sounds,yes
HP:0030255,Large intestinal polyposis,HP:0030256,Small intestinal polyposis,no
HP:0030258,Hyperpigmented genitalia,HP:0030259,Hypopigmented genitalia,yes
HP:0030339,Decreased circulating gonadotropin concentration,HP:0000837,Increased circulating gonadotropin level,yes
HP:0030341,Decreased circulating follicle stimulating hormone concentration,HP:0008232,Elevated circulating follicle stimulating hormone level,yes
HP:0030344,Decreased circulating luteinizing hormone level,HP:0011969,Elevated circulating luteinizing hormone level,yes
HP:0030349,Decreased circulating androgen concentration,HP:0030348,Increased circulating androgen concentration,yes
HP:0030353,Decreased serum insulin-like growth factor 1,HP:0030269,Increased circulating insulin-like growth factor 1 concentration,yes
HP:0030360,Large cell lung carcinoma,HP:0030357,Small cell lung carcinoma,yes
HP:0030372,Decreased proportion of naive B cells,HP:0030371,Increased proportion of naive B cells,yes
HP:0030374,Decreased proportion of memory B cells,HP:0030375,Increased proportion of memory B cells,yes
HP:0030378,Decreased proportion of immature B cells,HP:0030377,Increased proportion of immature B cells,yes
HP:0030380,Decreased proportion of transitional B cells,HP:0030381,Increased proportion of transitional B cells,yes
HP:0030384,Decreased proportion of marginal zone B cells,HP:0030385,Increased proportion of marginal zone B cells,yes
HP:0030388,Decreased proportion of class-switched memory B cells,HP:0030387,Increased proportion of class-switched memory B cells,yes
HP:0030607,Reduced OCT-measured macular thickness,HP:0030608,Increased OCT-measured macular thickness,yes
HP:0030618,Increased OCT-measured foveal thickness,HP:0030619,Reduced OCT-measured foveal thickness,yes
HP:0030631,Hyperautofluorescent macular lesion,HP:0030632,Hypoautofluorescent macular lesion,yes
HP:0030633,Perifoveal ring of hyperautofluorescence surrounded by normal autofluorescence,HP:0030634,Perifoveal ring of hyperautofluorescence surrounded by abnormal autofluorescence,no
HP:0030638,Congenital stationary night blindness with normal fundus,HP:0030639,Congenital stationary night blindness with abnormal fundus,yes
HP:0030640,Complete congenital stationary night blindness,HP:0030641,Incomplete congenital stationary night blindness,yes
HP:0030685,Decreased adiponectin level,HP:0030686,Increased adiponectin level,yes
HP:0030689,Decreased glucagon level,HP:0030688,Increased glucagon level,yes
HP:0030783,Increased circulating interleukin 6 concentration,HP:0430142,Reduced circulating interleukin 6 concentration,yes
HP:0030795,Reduced C-peptide level,HP:0030796,Increased C-peptide level,yes
HP:0030851,Low pulse pressure,HP:0030852,High pulse pressure,yes
HP:0030897,Decreased intestinal transit time,HP:0410204,Increased intestinal transit time,yes
HP:0030978,Decreased CSF/serum albumin ratio,HP:0025459,Increased CSF/serum albumin ratio,yes
HP:0030985,Decreased serum bile acid concentration,HP:0012202,Increased serum bile acid concentration,yes
HP:0031085,Decreased circulating prealbumin concentration,HP:0033451,Increased circulating prealbumin concentration,yes
HP:0031098,Decreased thyroid-stimulating hormone level,HP:0002925,Elevated circulating thyroid-stimulating hormone concentration,no
HP:0031100,Decreased circulating inhibin B concentration,HP:6000520,Increased circulating inhibin B concentration,yes
HP:0031103,Decreased circulating antimullerian hormone circulation,HP:0031102,Increased circulating antimullerian hormone concentration,yes
HP:0031141,Increased hepatic echogenicity,HP:0031143,Decreased hepatic echogenicity,yes
HP:0031209,Decreased circulating lipoprotein lipase concentration,HP:0033478,Increased circulating lipoprotein lipase concentration,yes
HP:0031214,Decreased circulating dehydroepiandrosterone concentration,HP:0034908,Increased circulating dehydroepiandrosterone concentration,yes
HP:0031215,Decreased circulating dehydroepiandrosterone-sulfate concentration,HP:0034589,Increased circulating dehydroepiandrosterone-sulfate concentration,yes
HP:0031219,Reduced radioactive iodine uptake,HP:0031220,Increased radioactive iodine uptake,yes
HP:0031222,Increased circulating thyroxine-binding globulin level,HP:0034591,Decreased circulating thyroxine-binding globulin concentration,yes
HP:0031230,Decreased incisura length,HP:0031229,Increased incisura length,yes
HP:0031243,Decreased VLDL cholesterol concentration,HP:0003362,Increased VLDL cholesterol concentration,yes
HP:0031245,Productive cough,HP:0031246,Nonproductive cough,yes
HP:0031385,Megakaryocyte nucleus hypolobulation,HP:0031388,Megakaryocyte nucleus hyperlobulation,yes
HP:0031397,Decreased proportion of naive T cells,HP:0031398,Increased proportion of naive T cells,yes
HP:0031413,Short telomere length,HP:6000036,Long telomere length,yes
HP:0031426,Decreased circulating beta-C-terminal telopeptide concentration,HP:0031425,Increased circulating beta-C-terminal telopeptide concentration,yes
HP:0031429,Decreased circulating osteocalcin level,HP:0031428,Increased circulating osteocalcin level,yes
HP:0031507,Decreased circulating T4 concentration,HP:0031506,Increased circulating T4 concentration,yes
HP:0031594,PR segment depression,HP:0031597,PR segment elevation,yes
HP:0031808,Decreased basophil count,HP:0031807,Increased basophil count,yes
HP:0031817,Decreased circulating parathyroid hormone level,HP:0003165,Elevated circulating parathyroid hormone level,yes
HP:0031820,Decreased waist to hip ratio,HP:0031819,Increased waist to hip ratio,yes
HP:0031831,Decreased serum zinc,HP:0011424,Increased serum zinc,yes
HP:0031837,Decreased circulating superoxide dismutase concentration,HP:0031836,Increased circulating superoxide dismutase concentration,yes
HP:0031843,Abnormally slow thought process,HP:0033844,Racing thoughts,yes
HP:0031861,Decreased heart rate variability,HP:0031862,Increased heart rate variability,yes
HP:0031873,Early chronotype,HP:0031874,Late chronotype,yes
HP:0031937,Tachylalia,HP:5200038,Bradylalia,yes
HP:0031997,Early inspiratory crackles,HP:0031998,Late inspiratory crackles,no
HP:0032097,Hypermanganesemia,HP:0032098,Hypomanganesemia,yes
HP:0032125,Increased proportion of unswitched memory B cells,HP:0032126,Decreased proportion of unswitched memory B cells,yes
HP:0032129,Decreased proportion of plasmablasts,HP:0032128,Increased proportion of plasmablasts,yes
HP:0032136,Decreased circulating IgG1 concentration,HP:0032298,Increased circulating IgG1 level,yes
HP:0032137,Decreased circulating IgG3 concentration,HP:0032297,Increased circulating IgG3 level,yes
HP:0032138,Decreased circulating IgG4 concentration,HP:0032300,Increased circulating IgG4 level,yes
HP:0032164,Increased blood folate concentration,HP:0100507,Reduced blood folate concentration,yes
HP:0032183,Decreased proportion of memory T cells,HP:0032184,Increased proportion of memory T cells,yes
HP:0032198,Decreased prothrombin time,HP:0008151,Prolonged prothrombin time,yes
HP:0032210,Decreased circulating free T3,HP:0011788,Increased circulating free T3,yes
HP:0032218,Decreased proportion of CD4-positive T cells,HP:0032219,Increased proportion of CD4-positive T cells,yes
HP:0032305,Decreased circulating mannose-binding protein concentration,HP:0032306,Increased circulating mannose-binding protein concentration,yes
HP:0032312,Decreased circulating globulin level,HP:0032311,Increased circulating globulin level,yes
HP:0032363,Decreased circulating corticosterone level,HP:0032362,Increased circulating corticosterone level,yes
HP:0032421,Decreased HDL2a concentration,HP:0032420,Increased HDL2a concentration,yes
HP:0032423,Decreased HDL2b concentration,HP:0032424,Increased HDL2b concentration,yes
HP:0032429,Decreased HDL3a concentration,HP:0032428,Increased HDL3a concentration,yes
HP:0032431,Decreased HDL3b concentration,HP:0032430,Increased HDL3b concentration,yes
HP:0032433,Decreased HDL3c concentration,HP:0032432,Increased HDL3c concentration,yes
HP:0032460,Decreased phosphoribosylpyrophosphate synthetase level,HP:0003240,Increased phosphoribosylpyrophosphate synthetase level,yes
HP:0032473,Decreased urine urobilinogen,HP:0031890,Increased urine urobilinogen,yes
HP:0032482,Decreased pituitary glycoprotein hormone alpha subunit level,HP:0031208,Increased pituitary glycoprotein hormone alpha subunit level,yes
HP:0032489,Elevated fecal pH,HP:0032490,Decreased fecal pH,yes
HP:0032675,Acute cutaneous wound,HP:0032676,Chronic cutaneous wound,no
HP:0032994,Supernumerary pulmonary fissure,HP:0032995,Decreased pulmonary fissure count,no
HP:0032997,Decreased cystatin C level,HP:0032998,Increased cystatin C level,yes
HP:0033014,Decreased salivary cortisol level,HP:0033015,Increased salivary cortisol level,yes
HP:0033078,Decreased circulating free T4 concentration,HP:0033077,Increased circulating free T4 concentration,yes
HP:0033085,Reduced antral follicle count,HP:0033086,Increased antral follicle count,yes
HP:0033192,Decreased circulating selenium concentration,HP:0033191,Increased circulating selenium concentration,yes
HP:0033199,Increased circulating interleukin 10 concentration,HP:0034163,Reduced circulating interleukin 10 concentration,yes
HP:0033200,Triceps hyporeflexia,HP:0033204,Triceps hyperreflexia,yes
HP:0033201,Biceps hyporeflexia,HP:0033205,Biceps hyperreflexia,yes
HP:0033202,Brachioradialis hyporeflexia,HP:0033203,Brachioradialis hyperreflexia,yes
HP:0033211,Decreased total iron binding capacity,HP:0025196,Increased total iron binding capacity,yes
HP:0033222,Decreased CD4:CD8 ratio,HP:0033221,Increased CD4:CD8 ratio,yes
HP:0033299,Reduced circulating complement factor H related protein 1 concentration,HP:0033300,Increased circulating complement factor H related protein 1 concentration,yes
HP:0033306,Decreased circulating fetuin A concentration,HP:0033307,Increased circulating fetuin A concentration,yes
HP:0033374,Decreased KCO,HP:0033373,Increased KCO,yes
HP:0033449,Decreased mid-arm muscle circumference,HP:0033448,Increased mid-arm muscle circumference,yes
HP:0033507,Decreased esterified to free carnitine ratio,HP:0033506,Increased esterified to free carnitine ratio,yes
HP:0033531,Decreased cardiac index,HP:0033530,Increased cardiac index,yes
HP:0033532,Decreased cardiac output,HP:0033533,Increased cardiac output,yes
HP:0033633,Decreased alveolar volume,HP:0033634,Increased alveolar volume,yes
HP:0033687,Short term memory impairment,HP:0033688,Long term memory impairment,no
HP:0033733,Low-grade vesicoureteral reflux,HP:0033734,High-grade vesicoureteral reflux,yes
HP:0033748,Hypoesthesia,HP:0100963,Hyperesthesia,yes
HP:0033756,Decreased left ventricular end-diastolic volume,HP:0033755,Increased left ventricular end-diastolic volume,yes
HP:0033765,Death in late adulthood,HP:0100613,Death in early adulthood,yes
HP:0033812,Decreased circulating androstenedione concentration,HP:0025380,Increased circulating androstenedione concentration,yes
HP:0033908,Renal arteriole medial atrophy,HP:0033918,Renal arteriole medial hypertrophy,yes
HP:0033909,Arcuate vein medial hypertrophy,HP:0033910,Arcuate vein medial atrophy,yes
HP:0033911,Cortical radial artery medial hypertrophy,HP:0033912,Cortical radial artery medial atrophy,yes
HP:0033972,Interlobular vein medial atrophy,HP:0033973,Interlobular vein medial hypertrophy,yes
HP:0033985,Elongated femoral neck,HP:0100864,Short femoral neck,yes
HP:0034073,Reduced fetal long bone echogenicity,HP:0034074,Increased fetal long bone echogenicity,yes
HP:0034165,Reduced circulating interleukin 21 concentration,HP:0034166,Increased circulating interleukin 21 concentration,yes
HP:0034168,Reduced circulating interleukin 22 concentration,HP:0034169,Increased circulating interleukin 22 concentration,yes
HP:0034171,Reduced circulating interleukin 23 concentration,HP:0034172,Increased circulating interleukin 23 concentration,yes
HP:0034174,Reduced circulating interleukin 27 concentration,HP:0034175,Increased circulating interleukin 27 concentration,yes
HP:0034177,Reduced circulating interleukin 17A concentration,HP:0034178,Increased circulating interleukin 17A concentration,yes
HP:0034184,Increased insulin like growth factor binding protein acid labile subunit concentration,HP:0045046,Reduced insulin like growth factor binding protein acid labile subunit concentration,yes
HP:0034203,Decreased iduronate sulfatase level,HP:0003538,Increased iduronate sulfatase level,yes
HP:0034237,Open neural tube defect,HP:0034238,Closed neural tube defect,yes
HP:0034390,Decreased CSF glycine concentration,HP:0500230,Increased CSF glycine concentration,yes
HP:0034441,Decreased circulating aspartic acid concentration,HP:0500159,Increased circulating aspartic acid concentration,yes
HP:0034449,Increased phytanic acid:pristanic acid ratio,HP:0034450,Decreased phytanic acid:pristanic acid ratio,yes
HP:0034487,Increased circulating interleukin 12 concentration,HP:6000487,Reduced circulating interleukin 12 concentration,yes
HP:0034712,Decreased circulating alpha-mannosidase activity,HP:4000191,Increased circulating alpha-mannosidase activity,yes
HP:0034740,Reduced CSF methionine concentration,HP:0500210,Increased CSF methionine concentration,yes
HP:0034792,Decreased muscle succinate dehydrogenase staining,HP:0034791,Increased muscle succinate dehydrogenase staining,yes
HP:0035015,Elevated circulating short-chain acylcarnitine concentration,HP:0035018,Elevated circulating long-chain acylcarnitine concentration,no
HP:0040013,Decreased mitochondrial number,HP:0040014,Increased mitochondrial number,yes
HP:0040030,Chorioretinal hypopigmentation,HP:0040031,Chorioretinal hyperpigmentation,yes
HP:0040053,Long lower eyelashes,HP:0040055,Short lower eyelashes,yes
HP:0040063,Decreased adipose tissue,HP:0009126,Increased adipose tissue,yes
HP:0040179,Decreased level of platelet-activating factor,HP:0040178,Increased level of platelet-activating factor,yes
HP:0040195,Decreased head circumference,HP:0040194,Increased head circumference,yes
HP:0040254,Decreased size of the clitoris,HP:0040253,Increased size of the clitoris,yes
HP:0040260,Decreased size of nasopharyngeal adenoids,HP:0040261,Increased size of nasopharyngeal adenoids,yes
HP:0040275,Adenocarcinoma of the large intestine,HP:0040274,Adenocarcinoma of the small intestine,no
HP:0040299,Decreased circulating free fatty acid level,HP:0030781,Increased circulating free fatty acid level,yes
HP:0040303,Decreased circulating iron concentration,HP:0003452,Increased circulating iron concentration,yes
HP:0040306,Decreased male libido,HP:0040305,Increased male libido,yes
HP:0040309,Increased size of the mandible,HP:0000347,Micrognathia,yes
HP:0040328,Focal hyperintensity of cerebral white matter on MRI,HP:0040331,Focal hypointensity of cerebral white matter on MRI,yes
HP:0040329,Multifocal hyperintensity of cerebral white matter on MRI,HP:0040332,Multifocal hypointensity of cerebral white matter on MRI,yes
HP:0040330,Confluent hyperintensity of cerebral white matter on MRI,HP:0040333,Confluent hypointensity of cerebral white matter on MRI,yes
HP:0040426,Decreased urinary hypoxanthine level,HP:0011814,Increased urinary hypoxanthine level,yes
HP:0041078,Decreased immunoglobulin level in body fluid,HP:0041077,Increased immunoglobulin level in body fluid,yes
HP:0041079,Decreased body fat percentage,HP:0025521,Increased body fat percentage,yes
HP:0045011,Decreased urine bicarbonate concentration,HP:0003646,Bicarbonaturia,no
HP:0045035,Decreased urinary copper concentration,HP:0010839,Increased urinary copper concentration,yes
HP:0045051,Decreased DLCO,HP:0045050,Increased DLCO,yes
HP:0045082,Decreased body mass index,HP:0031418,Increased body mass index,yes
HP:0046504,Decreased libido,HP:0046503,Increased libido,yes
HP:0100047,Enlarged epiphyses of the 2nd toe,HP:0100052,Small epiphyses of the 2nd toe,yes
HP:0100058,Enlarged epiphyses of the 3rd toe,HP:0100063,Small epiphyses of the 3rd toe,yes
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100074,Small epiphyses of the 4th toe,yes
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100085,Small epiphyses of the 5th toe,yes
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,yes
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,yes
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,yes
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,yes
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,yes
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,yes
HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,yes
HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,yes
HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,yes
HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,yes
HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,yes
HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,yes
HP:0100281,Chronic colitis,HP:0100282,Acute colitis,yes
HP:0100293,Hypertrophied muscle fibers,HP:0100295,Muscle fiber atrophy,yes
HP:0100513,Decreased circulating vitamin E concentration,HP:0034901,Increased circulating vitamin E concentration,yes
HP:0100553,Hemihypertrophy of lower limb,HP:0200053,Hemihypotrophy of lower limb,yes
HP:0100554,Hemihypertrophy of upper limb,HP:0100558,Hemiatrophy of upper limb,yes
HP:0100625,Enlarged thorax,HP:0005257,Thoracic hypoplasia,yes
HP:0100689,Decreased corneal thickness,HP:0011487,Increased corneal thickness,yes
HP:0100736,Abnormal soft palate morphology,HP:0100737,Abnormal hard palate morphology,no
HP:0100770,Hyperperistalsis,HP:0100771,Hypoperistalsis,yes
HP:0100834,Neoplasm of the large intestine,HP:0100833,Neoplasm of the small intestine,no
HP:0100878,Enlarged uterus,HP:0000013,Hypoplasia of the uterus,yes
HP:0100961,Enlarged hippocampus,HP:0025517,Hypoplastic hippocampus,yes
HP:0200119,Acute hepatitis,HP:0200123,Chronic hepatitis,yes
HP:0400004,Long ear,HP:0400005,Short ear,yes
HP:0410054,Decreased circulating GABA concentration,HP:0410053,Elevated circulating gamma-aminobutyric acid concentration,yes
HP:0410145,Decreased circulating biotinidase concentration,HP:0410146,Elevated circulating biotinidase concentration,yes
HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,yes
HP:0410182,Decreased glucose-6-phosphate dehydrogenase level in dried blood spot,HP:0410181,Increased glucose-6-phosphate dehydrogenase level in dried blood spot,yes
HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,yes
HP:0410188,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,HP:0410189,Increased glucose-6-phosphate dehydrogenase level in red blood cells,yes
HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,HP:0410191,Increased glucose-6-phosphate dehydrogenase level in leukocytes,yes
HP:0410195,Decreased circulating UDP glucose-4-epimerase concentration,HP:0410194,Increased circulating UDP glucose-4-epimerase concentration,yes
HP:0410198,Decreased erythrocyte UDP glucose-4-epimerase concentration,HP:0410197,Increased erythrocyte UDP glucose-4-epimerase concentration,yes
HP:0410212,Hyperoxemia in cord blood,HP:0410213,Hypoxemia in cord blood,yes
HP:0410214,Hypercapnia in cord blood,HP:0410215,Hypocapnia in cord blood,yes
HP:0410245,Decreased circulating IgD concentration,HP:0410246,Increased circulating IgD concentration,yes
HP:0410257,Neutrophilia in presence of infection,HP:0410258,Neutrophilia in absence of infection,yes
HP:0410288,Hyperamylasemia,HP:0410289,Hypoamylasemia,yes
HP:0410311,Hyposegmentation of neutrophil nuclei in CSF,HP:0410312,Hypersegmentation of neutrophil nuclei in CSF,yes
HP:0410314,Decreased urinary 1-methylhistidine,HP:0410315,Increased urinary 1-methylhistidine,yes
HP:0410318,Decreased urinary 3-methylhistidine,HP:0410317,Increased urinary 3-methylhistidine,yes
HP:0410343,Decreased circulating heparan sulfate level,HP:0410342,Increased circulating heparan sulfate level,yes
HP:0410353,Decreased complex N-glycan level,HP:0410352,Increased complex N-glycan level,yes
HP:0410355,Decreased sialylated N-glycan level,HP:0410354,Increased sialylated N-glycan level,yes
HP:0410358,Decreased high-mannose N-glycan level,HP:0410357,Increased high-mannose N-glycan level,yes
HP:0410361,Decreased core 1 O-glycan level,HP:0410360,Increased core 1 O-glycan level,yes
HP:0410364,Decreased monosialylated core 1 O-glycan level,HP:0410363,Increased monosialylated core 1 O-glycan level,yes
HP:0410375,Increased proportion of naive CD4 T cells,HP:0410378,Decreased proportion of naive CD4 T cells,yes
HP:0410376,Increased proportion of naive CD8 T cells,HP:0410377,Decreased proportion of naive CD8 T cells,yes
HP:0410385,"Decreased proportion of CD8-positive, alpha-beta memory T cells",HP:0410392,"Increased proportion of CD8-positive, alpha-beta memory T cells",yes
HP:0410386,"Decreased proportion of CD4-positive, alpha-beta memory T cells",HP:0410391,"Increased proportion of CD4-positive, alpha-beta memory T cells",yes
HP:0410388,"Decreased proportion of central memory CD4-positive, alpha-beta T cells",HP:0410393,"Increased proportion of central memory CD4-positive, alpha-beta T cells",yes
